Effort Type,Year,Month,Date Deployed,Location,Site Code,Trap Type,Trap Number,Bait Type,Latitude,Longitude,Date Retrieved,Count of EGC,Male,Female,Gravid,Comments
ON EFFORT,2019,May,5/14/2019,Wa'atch River,WAA,FUKUI,81,HERRING,48.34339,-124.66666,5/15/2019,1,,,0,
ON EFFORT,2019,May,5/14/2019,Wa'atch River,WAA,FUKUI,82,HERRING,48.34343,-124.66644,5/15/2019,20,,,0,
ON EFFORT,2019,May,5/14/2019,Wa'atch River,WAA,FUKUI,83,HERRING,48.34367,-124.66889,5/15/2019,0,,,0,
ON EFFORT,2019,May,5/14/2019,Wa'atch River,WAA,FUKUI,84,HERRING,48.34372,-124.669,5/15/2019,0,,,0,
ON EFFORT,2019,May,5/14/2019,Wa'atch River,WAA,FUKUI,90,HERRING,48.34523,-124.6713,5/15/2019,0,,,0,
ON EFFORT,2019,May,5/14/2019,Wa'atch River,WAA,FUKUI,91,HERRING,48.34451,-124.67318,5/15/2019,0,,,0,
ON EFFORT,2019,May,5/14/2019,Wa'atch River,WAA,FUKUI,92,HERRING,48.34447,-124.67296,5/15/2019,0,,,0,
ON EFFORT,2019,May,5/14/2019,Wa'atch River,WAA,FUKUI,93,HERRING,48.34438,-124.67406,5/15/2019,0,,,0,
ON EFFORT,2019,May,5/14/2019,Wa'atch River,WAA,FUKUI,94,HERRING,48.34431,-124.67448,5/15/2019,0,,,0,
ON EFFORT,2019,May,5/14/2019,Wa'atch River,WAA,FUKUI,103,HERRING,48.3436,-124.66581,5/15/2019,0,,,0,
ON EFFORT,2019,May,5/14/2019,Wa'atch River,WAA,FUKUI,104,HERRING,48.34418,-124.66484,5/15/2019,0,,,0,
ON EFFORT,2019,May,5/14/2019,Wa'atch River,WAA,FUKUI,140,HERRING,48.34489,-124.67143,5/15/2019,0,,,0,
ON EFFORT,2019,May,5/14/2019,Wa'atch River,WAA,FUKUI,141,HERRING,48.34439,-124.67352,5/15/2019,0,,,0,
ON EFFORT,2019,May,5/14/2019,Wa'atch River,WAA,FUKUI,144,HERRING,48.34505,-124.66515,5/15/2019,0,,,0,
ON EFFORT,2019,May,5/14/2019,Wa'atch River,WAA,FUKUI,145,HERRING,48.34522,-124.665,5/15/2019,0,,,0,
ON EFFORT,2019,May,5/14/2019,Wa'atch River,WAA,FUKUI,147,HERRING,48.34525,-124.66517,5/15/2019,1,,,0,
ON EFFORT,2019,May,5/14/2019,Wa'atch River,WAA,MINNOW,30,HERRING,48.34724,-124.6618,5/15/2019,3,,,0,
ON EFFORT,2019,May,5/14/2019,Wa'atch River,WAA,MINNOW,31,HERRING,48.34719,-124.66187,5/15/2019,0,,,0,
ON EFFORT,2019,May,5/14/2019,Wa'atch River,WAA,MINNOW,32,HERRING,48.34445,-124.6736,5/15/2019,5,,,0,
ON EFFORT,2019,May,5/14/2019,Wa'atch River,WAA,MINNOW,36,HERRING,48.34351,-124.66625,5/15/2019,0,,,0,
ON EFFORT,2019,May,5/14/2019,Wa'atch River,WAA,MINNOW,37,HERRING,48.34368,-124.66892,5/15/2019,0,,,0,
ON EFFORT,2019,May,5/14/2019,Wa'atch River,WAA,MINNOW,38,HERRING,48.34351,-124.66911,5/15/2019,0,,,0,
ON EFFORT,2019,May,5/14/2019,Wa'atch River,WAA,MINNOW,39,HERRING,48.34357,-124.66897,5/15/2019,0,,,0,
ON EFFORT,2019,May,5/14/2019,Wa'atch River,WAA,MINNOW,40,HERRING,48.3446,-124.6643,5/15/2019,0,,,0,
ON EFFORT,2019,May,5/14/2019,Wa'atch River,WAA,MINNOW,41,HERRING,48.347,-124.66248,5/15/2019,0,,,0,
ON EFFORT,2019,May,5/14/2019,Wa'atch River,WAA,MINNOW,42,HERRING,48.3448,-124.66405,5/15/2019,0,,,0,
ON EFFORT,2019,May,5/14/2019,Wa'atch River,WAA,MINNOW,43,HERRING,48.3436,-124.66589,5/15/2019,0,,,0,
ON EFFORT,2019,May,5/14/2019,Wa'atch River,WAA,MINNOW,49,HERRING,48.34416,-124.66463,5/15/2019,0,,,0,
ON EFFORT,2019,May,5/14/2019,Wa'atch River,WAA,MINNOW,50,HERRING,48.34336,-124.66602,5/15/2019,0,,,0,
ON EFFORT,2019,May,5/14/2019,Wa'atch River,WAA,MINNOW,51,HERRING,48.34483,-124.67127,5/15/2019,0,,,0,
ON EFFORT,2019,May,5/14/2019,Wa'atch River,WAA,MINNOW,52,HERRING,48.34525,-124.67113,5/15/2019,1,,,0,
ON EFFORT,2019,May,5/14/2019,Wa'atch River,WAA,MINNOW,53,HERRING,48.34484,-124.67236,5/15/2019,0,,,0,
ON EFFORT,2019,May,5/14/2019,Wa'atch River,WAA,MINNOW,54,HERRING,48.34443,-124.67332,5/15/2019,0,,,0,
ON EFFORT,2019,May,5/14/2019,Wa'atch River,WAA,MINNOW,55,HERRING,48.34432,-124.67428,5/15/2019,0,,,0,
ON EFFORT,2019,May,5/14/2019,Wa'atch River,WAA,MINNOW,56,HERRING,48.34451,-124.67313,5/15/2019,0,,,0,
ON EFFORT,2019,May,5/14/2019,Wa'atch River,WAA,MINNOW,57,HERRING,48.34455,-124.67284,5/15/2019,0,,,0,
ON EFFORT,2019,May,5/14/2019,Wa'atch River,WAA,MINNOW,58,HERRING,48.34529,-124.66531,5/15/2019,0,,,0,
ON EFFORT,2019,May,5/14/2019,Wa'atch River,WAA,MINNOW,59,HERRING,48.34528,-124.66492,5/15/2019,0,,,0,
ON EFFORT,2019,May,5/14/2019,Wa'atch River,WAA,MINNOW,60,HERRING,48.34511,-124.66509,5/15/2019,0,,,0,
ON EFFORT,2019,May,5/14/2019,Wa'atch River,WAA,RUSSELL,123,HERRING,48.34501,-124.67156,5/15/2019,0,,,0,
ON EFFORT,2019,May,5/14/2019,Wa'atch River,WAA,SHRIMP,125,HERRING,48.34421,-124.67486,5/15/2019,0,,,0,Fixed Lat coordinate
ON EFFORT,2019,May,5/15/2019,Tsoo-Yess River,TSOO,FUKUI,70,HERRING,48.32034,-124.65756,5/16/2019,1,,,0,
ON EFFORT,2019,May,5/15/2019,Tsoo-Yess River,TSOO,FUKUI,71,HERRING,48.32046,-124.65745,5/16/2019,0,,,0,
ON EFFORT,2019,May,5/15/2019,Tsoo-Yess River,TSOO,FUKUI,72,HERRING,48.32062,-124.65786,5/16/2019,0,,,0,
ON EFFORT,2019,May,5/15/2019,Tsoo-Yess River,TSOO,FUKUI,73,HERRING,48.32046,-124.6576,5/16/2019,1,,,0,
ON EFFORT,2019,May,5/15/2019,Tsoo-Yess River,TSOO,FUKUI,74,HERRING,48.32022,-124.65768,5/16/2019,1,,,0,
ON EFFORT,2019,May,5/15/2019,Tsoo-Yess River,TSOO,FUKUI,75,HERRING,48.32042,-124.65685,5/16/2019,0,,,0,
ON EFFORT,2019,May,5/15/2019,Tsoo-Yess River,TSOO,FUKUI,76,HERRING,48.3206,-124.65701,5/16/2019,0,,,0,
ON EFFORT,2019,May,5/15/2019,Tsoo-Yess River,TSOO,FUKUI,77,HERRING,48.32081,-124.65615,5/16/2019,0,,,0,
ON EFFORT,2019,May,5/15/2019,Tsoo-Yess River,TSOO,FUKUI,78,HERRING,48.32089,-124.65581,5/16/2019,0,,,0,
ON EFFORT,2019,May,5/15/2019,Tsoo-Yess River,TSOO,FUKUI,79,HERRING,48.32079,-124.65596,5/16/2019,0,,,0,
ON EFFORT,2019,May,5/15/2019,Tsoo-Yess River,TSOO,FUKUI,85,HERRING,48.32041,-124.65822,5/16/2019,0,,,0,
ON EFFORT,2019,May,5/15/2019,Tsoo-Yess River,TSOO,FUKUI,86,HERRING,48.32032,-124.65804,5/16/2019,0,,,0,
ON EFFORT,2019,May,5/15/2019,Tsoo-Yess River,TSOO,FUKUI,87,HERRING,48.32027,-124.65778,5/16/2019,1,,,0,
ON EFFORT,2019,May,5/15/2019,Tsoo-Yess River,TSOO,FUKUI,88,HERRING,48.32039,-124.65871,5/16/2019,0,,,0,
ON EFFORT,2019,May,5/15/2019,Tsoo-Yess River,TSOO,FUKUI,89,HERRING,48.32015,-124.65863,5/16/2019,0,,,0,
ON EFFORT,2019,May,5/15/2019,Tsoo-Yess River,TSOO,MINNOW,20,HERRING,48.32092,-124.65609,5/16/2019,0,,,0,
ON EFFORT,2019,May,5/15/2019,Tsoo-Yess River,TSOO,MINNOW,21,HERRING,48.32042,-124.65677,5/16/2019,0,,,0,
ON EFFORT,2019,May,5/15/2019,Tsoo-Yess River,TSOO,MINNOW,22,HERRING,48.32056,-124.65702,5/16/2019,0,,,0,
ON EFFORT,2019,May,5/15/2019,Tsoo-Yess River,TSOO,MINNOW,23,HERRING,48.32064,-124.65788,5/16/2019,1,,,0,
ON EFFORT,2019,May,5/15/2019,Tsoo-Yess River,TSOO,MINNOW,24,HERRING,48.32034,-124.65867,5/16/2019,0,,,0,
ON EFFORT,2019,May,5/15/2019,Tsoo-Yess River,TSOO,MINNOW,25,HERRING,48.32043,-124.65753,5/16/2019,0,,,0,
ON EFFORT,2019,May,5/15/2019,Tsoo-Yess River,TSOO,MINNOW,26,HERRING,48.32042,-124.65737,5/16/2019,0,,,0,
ON EFFORT,2019,May,5/15/2019,Tsoo-Yess River,TSOO,MINNOW,27,HERRING,48.32037,-124.65749,5/16/2019,1,,,0,
ON EFFORT,2019,May,5/15/2019,Tsoo-Yess River,TSOO,MINNOW,28,HERRING,48.32016,-124.65771,5/16/2019,1,,,0,
ON EFFORT,2019,May,5/15/2019,Tsoo-Yess River,TSOO,MINNOW,29,HERRING,48.32026,-124.65788,5/16/2019,0,,,0,
ON EFFORT,2019,May,5/15/2019,Tsoo-Yess River,TSOO,MINNOW,33,HERRING,48.32039,-124.65816,5/16/2019,1,,,0,
ON EFFORT,2019,May,5/15/2019,Tsoo-Yess River,TSOO,MINNOW,34,HERRING,48.32016,-124.65798,5/16/2019,0,,,0,
ON EFFORT,2019,May,5/15/2019,Tsoo-Yess River,TSOO,PITFALL,33,NONE,48.3214,-124.65556,5/16/2019,0,,,0,
ON EFFORT,2019,May,5/15/2019,Tsoo-Yess River,TSOO,PITFALL,P1,NONE,48.32087,-124.65582,5/16/2019,0,,,0,
ON EFFORT,2019,May,5/15/2019,Tsoo-Yess River,TSOO,PITFALL,P2,NONE,48.32101,-124.65568,5/16/2019,0,,,0,
ON EFFORT,2019,May,5/15/2019,Tsoo-Yess River,TSOO,PITFALL,P3,NONE,48.32128,-124.65559,5/16/2019,0,,,0,
ON EFFORT,2019,May,5/15/2019,Tsoo-Yess River,TSOO,PITFALL,P4,NONE,48.32149,-124.65552,5/16/2019,0,,,0,
ON EFFORT,2019,May,5/15/2019,Tsoo-Yess River,TSOO,RUSSELL,122,HERRING,48.32085,-124.65648,5/16/2019,0,,,0,
ON EFFORT,2019,May,5/15/2019,Tsoo-Yess River,TSOO,RUSSELL,124,HERRING,48.32037,-124.6593,5/16/2019,0,,,0,
ON EFFORT,2019,May,5/15/2019,Tsoo-Yess River,TSOO,SHRIMP,126,HERRING,48.32042,-124.65918,5/16/2019,10,,,0,
ON EFFORT,2019,May,5/15/2019,Wa'atch River,WAA,FUKUI,62,HERRING,48.3447,-124.67256,5/16/2019,0,,,0,
ON EFFORT,2019,May,5/15/2019,Wa'atch River,WAA,FUKUI,64,HERRING,48.34473,-124.66418,5/16/2019,2,,,0,
ON EFFORT,2019,May,5/15/2019,Wa'atch River,WAA,FUKUI,65,HERRING,48.34487,-124.66386,5/16/2019,0,,,0,
ON EFFORT,2019,May,5/15/2019,Wa'atch River,WAA,FUKUI,66,HERRING,48.34705,-124.66263,5/16/2019,0,,,0,
ON EFFORT,2019,May,5/15/2019,Wa'atch River,WAA,FUKUI,67,HERRING,48.34681,-124.66264,5/16/2019,0,,,0,
ON EFFORT,2019,May,5/15/2019,Wa'atch River,WAA,FUKUI,68,HERRING,48.34702,-124.66231,5/16/2019,0,,,0,
ON EFFORT,2019,May,5/15/2019,Wa'atch River,WAA,FUKUI,80,HERRING,48.34342,-124.66599,5/16/2019,0,,,0,
ON EFFORT,2019,May,5/15/2019,Wa'atch River,WAA,FUKUI,81,HERRING,48.34339,-124.66666,5/16/2019,0,,,0,
ON EFFORT,2019,May,5/15/2019,Wa'atch River,WAA,FUKUI,82,HERRING,48.34343,-124.66644,5/16/2019,0,,,0,
ON EFFORT,2019,May,5/15/2019,Wa'atch River,WAA,FUKUI,83,HERRING,48.34367,-124.66889,5/16/2019,0,,,0,
ON EFFORT,2019,May,5/15/2019,Wa'atch River,WAA,FUKUI,84,HERRING,48.34372,-124.669,5/16/2019,1,,,0,
ON EFFORT,2019,May,5/15/2019,Wa'atch River,WAA,FUKUI,90,HERRING,48.34523,-124.6713,5/16/2019,0,,,0,
ON EFFORT,2019,May,5/15/2019,Wa'atch River,WAA,FUKUI,91,HERRING,48.34451,-124.67318,5/16/2019,0,,,0,
ON EFFORT,2019,May,5/15/2019,Wa'atch River,WAA,FUKUI,92,HERRING,48.34447,-124.67296,5/16/2019,2,,,0,
ON EFFORT,2019,May,5/15/2019,Wa'atch River,WAA,FUKUI,93,HERRING,48.34438,-124.67406,5/16/2019,0,,,0,
ON EFFORT,2019,May,5/15/2019,Wa'atch River,WAA,FUKUI,94,HERRING,48.34431,-124.67448,5/16/2019,0,,,0,
ON EFFORT,2019,May,5/15/2019,Wa'atch River,WAA,FUKUI,103,HERRING,48.3436,-124.66581,5/16/2019,0,,,0,
ON EFFORT,2019,May,5/15/2019,Wa'atch River,WAA,FUKUI,104,HERRING,48.34418,-124.66484,5/16/2019,0,,,0,
ON EFFORT,2019,May,5/15/2019,Wa'atch River,WAA,FUKUI,140,HERRING,48.34489,-124.67143,5/16/2019,0,,,0,
ON EFFORT,2019,May,5/15/2019,Wa'atch River,WAA,FUKUI,141,HERRING,48.34439,-124.67352,5/16/2019,0,,,0,
ON EFFORT,2019,May,5/15/2019,Wa'atch River,WAA,FUKUI,144,HERRING,48.34505,-124.66515,5/16/2019,0,,,0,
ON EFFORT,2019,May,5/15/2019,Wa'atch River,WAA,FUKUI,145,HERRING,48.34522,-124.665,5/16/2019,0,,,0,
ON EFFORT,2019,May,5/15/2019,Wa'atch River,WAA,FUKUI,147,HERRING,48.34525,-124.66517,5/16/2019,0,,,0,
ON EFFORT,2019,May,5/15/2019,Wa'atch River,WAA,MINNOW,30,HERRING,48.34724,-124.6618,5/16/2019,0,,,0,
ON EFFORT,2019,May,5/15/2019,Wa'atch River,WAA,MINNOW,31,HERRING,48.34719,-124.66187,5/16/2019,0,,,0,
ON EFFORT,2019,May,5/15/2019,Wa'atch River,WAA,MINNOW,32,HERRING,48.34445,-124.6736,5/16/2019,1,,,0,
ON EFFORT,2019,May,5/15/2019,Wa'atch River,WAA,MINNOW,36,HERRING,48.34351,-124.66625,5/16/2019,0,,,0,
ON EFFORT,2019,May,5/15/2019,Wa'atch River,WAA,MINNOW,37,HERRING,48.34368,-124.66892,5/16/2019,0,,,0,
ON EFFORT,2019,May,5/15/2019,Wa'atch River,WAA,MINNOW,38,HERRING,48.34351,-124.66911,5/16/2019,0,,,0,
ON EFFORT,2019,May,5/15/2019,Wa'atch River,WAA,MINNOW,39,HERRING,48.34357,-124.66897,5/16/2019,0,,,0,
ON EFFORT,2019,May,5/15/2019,Wa'atch River,WAA,MINNOW,40,HERRING,48.3446,-124.6643,5/16/2019,0,,,0,
ON EFFORT,2019,May,5/15/2019,Wa'atch River,WAA,MINNOW,41,HERRING,48.347,-124.66248,5/16/2019,1,,,0,
ON EFFORT,2019,May,5/15/2019,Wa'atch River,WAA,MINNOW,42,HERRING,48.3448,-124.66405,5/16/2019,0,,,0,
ON EFFORT,2019,May,5/15/2019,Wa'atch River,WAA,MINNOW,43,HERRING,48.3436,-124.66589,5/16/2019,1,,,0,
ON EFFORT,2019,May,5/15/2019,Wa'atch River,WAA,MINNOW,49,HERRING,48.34416,-124.66463,5/16/2019,0,,,0,
ON EFFORT,2019,May,5/15/2019,Wa'atch River,WAA,MINNOW,50,HERRING,48.34336,-124.66602,5/16/2019,0,,,0,
ON EFFORT,2019,May,5/15/2019,Wa'atch River,WAA,MINNOW,51,HERRING,48.34483,-124.67127,5/16/2019,0,,,0,
ON EFFORT,2019,May,5/15/2019,Wa'atch River,WAA,MINNOW,52,HERRING,48.34525,-124.67113,5/16/2019,0,,,0,
ON EFFORT,2019,May,5/15/2019,Wa'atch River,WAA,MINNOW,53,HERRING,48.34484,-124.67236,5/16/2019,0,,,0,
ON EFFORT,2019,May,5/15/2019,Wa'atch River,WAA,MINNOW,54,HERRING,48.34443,-124.67332,5/16/2019,0,,,0,
ON EFFORT,2019,May,5/15/2019,Wa'atch River,WAA,MINNOW,55,HERRING,48.34432,-124.67428,5/16/2019,0,,,0,
ON EFFORT,2019,May,5/15/2019,Wa'atch River,WAA,MINNOW,56,HERRING,48.34451,-124.67313,5/16/2019,0,,,0,
ON EFFORT,2019,May,5/15/2019,Wa'atch River,WAA,MINNOW,57,HERRING,48.34455,-124.67284,5/16/2019,0,,,0,
ON EFFORT,2019,May,5/15/2019,Wa'atch River,WAA,MINNOW,58,HERRING,48.34529,-124.66531,5/16/2019,0,,,0,
ON EFFORT,2019,May,5/15/2019,Wa'atch River,WAA,MINNOW,59,HERRING,48.34528,-124.66492,5/16/2019,0,,,0,
ON EFFORT,2019,May,5/15/2019,Wa'atch River,WAA,MINNOW,60,HERRING,48.34511,-124.66509,5/16/2019,0,,,0,
ON EFFORT,2019,May,5/15/2019,Wa'atch River,WAA,RUSSELL,123,HERRING,48.34501,-124.67156,5/16/2019,0,,,0,
ON EFFORT,2019,May,5/15/2019,Wa'atch River,WAA,SHRIMP,125,HERRING,48.34421,-124.67486,5/16/2019,0,,,0,Fixed Lat coordinate
OFF-EFFORT,2019,May,5/18/2019,Wa'atch River,WAA,SHRIMP,1,NR,48.344166,-124.67496,5/19/2019,3,,,0,
ON EFFORT,2019,May,5/22/2019,Neah Bay,NEB,FUKUI,67,HERRING,48.37661,-124.62799,5/23/2019,0,,,0,
ON EFFORT,2019,May,5/22/2019,Neah Bay,NEB,FUKUI,90,HERRING,48.37682,-124.628,5/23/2019,0,,,0,
ON EFFORT,2019,May,5/22/2019,Neah Bay,NEB,FUKUI,93,HERRING,48.37594,-124.62811,5/23/2019,0,,,0,
ON EFFORT,2019,May,5/22/2019,Neah Bay,NEB,FUKUI,140,HERRING,48.3764,-124.62795,5/23/2019,0,,,0,
ON EFFORT,2019,May,5/22/2019,Neah Bay,NEB,FUKUI,141,HERRING,48.37615,-124.6281,5/23/2019,0,,,0,
ON EFFORT,2019,May,5/22/2019,Neah Bay,NEB,RUSSELL,121,HERRING,48.37604,-124.62806,5/23/2019,0,,,0,
ON EFFORT,2019,May,5/22/2019,Neah Bay,NEB,RUSSELL,122,HERRING,48.37672,-124.62806,5/23/2019,0,,,0,
ON EFFORT,2019,May,5/22/2019,Neah Bay,NEB,RUSSELL,123,HERRING,48.3765,-124.62792,5/23/2019,0,,,0,
ON EFFORT,2019,May,5/22/2019,Neah Bay,NEB,RUSSELL,124,HERRING,48.37626,-124.62804,5/23/2019,0,,,0,
OFF-EFFORT,2019,May,5/24/2019,Wa'atch River,WAA,SHRIMP,1,NR,48.344166,-124.67496,5/25/2019,4,,,0,
ON EFFORT,2019,May,5/29/2019,Tsoo-Yess River,TSOO,FUKUI,62,HERRING,48.32013,-124.65774,5/30/2019,0,,,0,
ON EFFORT,2019,May,5/29/2019,Tsoo-Yess River,TSOO,FUKUI,71,HERRING,48.32027,-124.65775,5/30/2019,0,,,0,
ON EFFORT,2019,May,5/29/2019,Tsoo-Yess River,TSOO,FUKUI,72,HERRING,48.32043,-124.65735,5/30/2019,1,,,0,
ON EFFORT,2019,May,5/29/2019,Tsoo-Yess River,TSOO,FUKUI,73,HERRING,48.3204,-124.65821,5/30/2019,6,,,0,
ON EFFORT,2019,May,5/29/2019,Tsoo-Yess River,TSOO,FUKUI,75,HERRING,48.32058,-124.65708,5/30/2019,0,,,0,
ON EFFORT,2019,May,5/29/2019,Tsoo-Yess River,TSOO,FUKUI,76,HERRING,48.32082,-124.65617,5/30/2019,2,,,0,
ON EFFORT,2019,May,5/29/2019,Tsoo-Yess River,TSOO,FUKUI,77,HERRING,48.32093,-124.65644,5/30/2019,0,,,0,
ON EFFORT,2019,May,5/29/2019,Tsoo-Yess River,TSOO,FUKUI,78,HERRING,48.32098,-124.65576,5/30/2019,0,,,0,
ON EFFORT,2019,May,5/29/2019,Tsoo-Yess River,TSOO,FUKUI,79,HERRING,48.32045,-124.65675,5/30/2019,0,,,0,
ON EFFORT,2019,May,5/29/2019,Tsoo-Yess River,TSOO,FUKUI,92,HERRING,48.32031,-124.65807,5/30/2019,1,,,0,
ON EFFORT,2019,May,5/29/2019,Tsoo-Yess River,TSOO,FUKUI,94,HERRING,48.31986,-124.65857,5/30/2019,0,,,0,
ON EFFORT,2019,May,5/29/2019,Tsoo-Yess River,TSOO,FUKUI,114,HERRING,48.32038,-124.65874,5/30/2019,1,,,0,
ON EFFORT,2019,May,5/29/2019,Tsoo-Yess River,TSOO,FUKUI,115,HERRING,48.32013,-124.6586,5/30/2019,0,,,0,
ON EFFORT,2019,May,5/29/2019,Tsoo-Yess River,TSOO,FUKUI,144,HERRING,48.32043,-124.6576,5/30/2019,0,,,0,
ON EFFORT,2019,May,5/29/2019,Tsoo-Yess River,TSOO,FUKUI,145,HERRING,48.32034,-124.65755,5/30/2019,1,,,0,
ON EFFORT,2019,May,5/29/2019,Tsoo-Yess River,TSOO,MINNOW,20,HERRING,48.32085,-124.65582,5/30/2019,6,,,0,
ON EFFORT,2019,May,5/29/2019,Tsoo-Yess River,TSOO,MINNOW,21,HERRING,48.32044,-124.65683,5/30/2019,1,,,0,
ON EFFORT,2019,May,5/29/2019,Tsoo-Yess River,TSOO,MINNOW,22,HERRING,48.32072,-124.65703,5/30/2019,0,,,0,
ON EFFORT,2019,May,5/29/2019,Tsoo-Yess River,TSOO,MINNOW,29,HERRING,48.32072,-124.65623,5/30/2019,0,,,0,
ON EFFORT,2019,May,5/29/2019,Tsoo-Yess River,TSOO,MINNOW,30,HERRING,48.32021,-124.65865,5/30/2019,0,,,0,
ON EFFORT,2019,May,5/29/2019,Tsoo-Yess River,TSOO,MINNOW,33,HERRING,48.32098,-124.65576,5/30/2019,0,,,0,
ON EFFORT,2019,May,5/29/2019,Tsoo-Yess River,TSOO,MINNOW,36,HERRING,48.31991,-124.65821,5/30/2019,0,,,0,
ON EFFORT,2019,May,5/29/2019,Tsoo-Yess River,TSOO,MINNOW,37,HERRING,48.32038,-124.65816,5/30/2019,0,,,0,
ON EFFORT,2019,May,5/29/2019,Tsoo-Yess River,TSOO,MINNOW,39,HERRING,48.32022,-124.65768,5/30/2019,1,,,0,
ON EFFORT,2019,May,5/29/2019,Tsoo-Yess River,TSOO,MINNOW,43,HERRING,48.32016,-124.65802,5/30/2019,2,,,0,
ON EFFORT,2019,May,5/29/2019,Tsoo-Yess River,TSOO,MINNOW,48,HERRING,48.32047,-124.6582,5/30/2019,1,,,0,
ON EFFORT,2019,May,5/29/2019,Tsoo-Yess River,TSOO,MINNOW,49,HERRING,48.32127,-124.65557,5/30/2019,0,,,0,
ON EFFORT,2019,May,5/29/2019,Tsoo-Yess River,TSOO,MINNOW,51,HERRING,48.32043,-124.65727,5/30/2019,0,,,0,
ON EFFORT,2019,May,5/29/2019,Tsoo-Yess River,TSOO,MINNOW,52,HERRING,48.32047,-124.6576,5/30/2019,1,,,0,
ON EFFORT,2019,May,5/29/2019,Tsoo-Yess River,TSOO,MINNOW,54,HERRING,48.32047,-124.65745,5/30/2019,0,,,0,
ON EFFORT,2019,May,5/29/2019,Tsoo-Yess River,TSOO,MINNOW,57,HERRING,48.32063,-124.65701,5/30/2019,0,,,0,
ON EFFORT,2019,May,5/29/2019,Tsoo-Yess River,TSOO,MINNOW,59,HERRING,48.32024,-124.65734,5/30/2019,0,,,0,
ON EFFORT,2019,May,5/29/2019,Tsoo-Yess River,TSOO,RUSSELL,121,HERRING,48.32083,-124.65644,5/30/2019,1,,,0,
ON EFFORT,2019,May,5/29/2019,Tsoo-Yess River,TSOO,RUSSELL,122,HERRING,48.32082,-124.65838,5/30/2019,1,,,0,
ON EFFORT,2019,May,5/29/2019,Tsoo-Yess River,TSOO,RUSSELL,123,HERRING,48.32036,-124.65941,5/30/2019,1,,,0,Fixed Lat coordinate
ON EFFORT,2019,May,5/29/2019,Tsoo-Yess River,TSOO,SHRIMP,126,HERRING,48.32042,-124.65916,5/30/2019,13,,,0,
ON EFFORT,2019,May,5/29/2019,Wa'atch River,WAA,FUKUI,64,HERRING,48.34356,-124.66613,5/30/2019,0,,,0,
ON EFFORT,2019,May,5/29/2019,Wa'atch River,WAA,FUKUI,65,HERRING,48.34488,-124.67153,5/30/2019,0,,,0,
ON EFFORT,2019,May,5/29/2019,Wa'atch River,WAA,FUKUI,66,HERRING,48.34683,-124.6627,5/30/2019,0,,,0,
ON EFFORT,2019,May,5/29/2019,Wa'atch River,WAA,FUKUI,68,HERRING,48.34696,-124.6624,5/30/2019,0,,,0,
ON EFFORT,2019,May,5/29/2019,Wa'atch River,WAA,FUKUI,70,HERRING,48.34528,-124.66523,5/30/2019,0,,,0,
ON EFFORT,2019,May,5/29/2019,Wa'atch River,WAA,FUKUI,74,HERRING,48.34504,-124.66508,5/30/2019,0,,,0,
ON EFFORT,2019,May,5/29/2019,Wa'atch River,WAA,FUKUI,81,HERRING,48.34348,-124.66578,5/30/2019,0,,,0,
ON EFFORT,2019,May,5/29/2019,Wa'atch River,WAA,FUKUI,82,HERRING,48.34432,-124.67352,5/30/2019,0,,,0,
ON EFFORT,2019,May,5/29/2019,Wa'atch River,WAA,FUKUI,85,HERRING,48.3443,-124.67395,5/30/2019,0,,,0,
ON EFFORT,2019,May,5/29/2019,Wa'atch River,WAA,FUKUI,86,HERRING,48.34435,-124.67316,5/30/2019,2,,,0,
ON EFFORT,2019,May,5/29/2019,Wa'atch River,WAA,FUKUI,87,HERRING,48.34444,-124.67359,5/30/2019,3,,,0,
ON EFFORT,2019,May,5/29/2019,Wa'atch River,WAA,FUKUI,88,HERRING,48.34422,-124.67456,5/30/2019,0,,,0,
ON EFFORT,2019,May,5/29/2019,Wa'atch River,WAA,FUKUI,89,HERRING,48.34491,-124.66521,5/30/2019,2,,,0,
ON EFFORT,2019,May,5/29/2019,Wa'atch River,WAA,FUKUI,103,HERRING,48.34355,-124.66891,5/30/2019,0,,,0,
ON EFFORT,2019,May,5/29/2019,Wa'atch River,WAA,FUKUI,106,HERRING,48.34707,-124.66217,5/30/2019,0,,,0,
ON EFFORT,2019,May,5/29/2019,Wa'atch River,WAA,FUKUI,107,HERRING,48.34358,-124.66577,5/30/2019,2,,,0,
ON EFFORT,2019,May,5/29/2019,Wa'atch River,WAA,FUKUI,108,HERRING,48.34371,-124.6689,5/30/2019,0,,,0,
ON EFFORT,2019,May,5/29/2019,Wa'atch River,WAA,FUKUI,109,HERRING,48.34417,-124.66466,5/30/2019,0,,,0,
ON EFFORT,2019,May,5/29/2019,Wa'atch River,WAA,FUKUI,110,HERRING,48.34456,-124.66433,5/30/2019,3,,,0,
ON EFFORT,2019,May,5/29/2019,Wa'atch River,WAA,FUKUI,111,HERRING,48.34529,-124.66357,5/30/2019,0,,,0,
ON EFFORT,2019,May,5/29/2019,Wa'atch River,WAA,FUKUI,112,HERRING,48.34528,-124.66335,5/30/2019,0,,,0,
ON EFFORT,2019,May,5/29/2019,Wa'atch River,WAA,FUKUI,113,HERRING,48.34492,-124.67212,5/30/2019,2,,,0,
ON EFFORT,2019,May,5/29/2019,Wa'atch River,WAA,FUKUI,147,HERRING,48.34475,-124.67079,5/30/2019,0,,,0,
