Year,Month,Trap_Type,Location,Effort,Catch,Latitude,Longitude
2018,September,Minnow,Upper Big Indian/Little Indian,3,0,48.456274,-122.4738
2019,April,Fukui,Upper Big Indian/Little Indian,3,0,48.456274,-122.4738
2019,April,Minnow,Upper Big Indian/Little Indian,3,0,48.456274,-122.4738
2019,May,Fukui,Upper Big Indian/Little Indian,3,0,48.456274,-122.4738
2019,May,Minnow,Upper Big Indian/Little Indian,3,0,48.456274,-122.4738
2019,June,Fukui,Upper Big Indian/Little Indian,6,0,48.456274,-122.4738
2019,June,Minnow,Upper Big Indian/Little Indian,6,0,48.456274,-122.4738
2019,July,Fukui,Upper Big Indian/Little Indian,3,0,48.456274,-122.4738
2019,July,Minnow,Upper Big Indian/Little Indian,3,0,48.456274,-122.4738
2019,August,Fukui,Upper Big Indian/Little Indian,3,0,48.456274,-122.4738
2019,August,Minnow,Upper Big Indian/Little Indian,3,0,48.456274,-122.4738
2019,September,Fukui,Upper Big Indian/Little Indian,3,0,48.456274,-122.4738
2019,September,Minnow,Upper Big Indian/Little Indian,3,0,48.456274,-122.4738
2020,May,Fukui,Upper Big Indian/Little Indian,3,0,48.456274,-122.4738
2020,May,Minnow,Upper Big Indian/Little Indian,3,0,48.456274,-122.4738
2020,June,Fukui,Upper Big Indian/Little Indian,6,0,48.456274,-122.4738
2020,June,Minnow,Upper Big Indian/Little Indian,6,0,48.456274,-122.4738
2020,July,Fukui,Upper Big Indian/Little Indian,3,0,48.456274,-122.4738
2020,July,Minnow,Upper Big Indian/Little Indian,3,0,48.456274,-122.4738
2020,August,Fukui,Upper Big Indian/Little Indian,3,0,48.456274,-122.4738
2020,August,Minnow,Upper Big Indian/Little Indian,3,0,48.456274,-122.4738
2020,September,Fukui,Upper Big Indian/Little Indian,26,0,48.456274,-122.4738
2020,September,Minnow,Upper Big Indian/Little Indian,29,0,48.456274,-122.4738
2021,April,Fukui,Upper Big Indian/Little Indian,3,0,48.456274,-122.4738
2021,April,Minnow,Upper Big Indian/Little Indian,3,0,48.456274,-122.4738
2021,May,Fukui,Upper Big Indian/Little Indian,30,0,48.456274,-122.4738
2021,May,Minnow,Upper Big Indian/Little Indian,51,0,48.456274,-122.4738
2021,June,Fukui,Upper Big Indian/Little Indian,21,0,48.456274,-122.4738
2021,June,Minnow,Upper Big Indian/Little Indian,36,0,48.456274,-122.4738
2021,July,Fukui,Upper Big Indian/Little Indian,3,0,48.456274,-122.4738
2021,July,Minnow,Upper Big Indian/Little Indian,3,0,48.456274,-122.4738
2021,August,Fukui,Upper Big Indian/Little Indian,7,0,48.456274,-122.4738
2021,August,Minnow,Upper Big Indian/Little Indian,13,0,48.456274,-122.4738
2021,September,Fukui,Upper Big Indian/Little Indian,3,0,48.456274,-122.4738
2021,September,Minnow,Upper Big Indian/Little Indian,3,0,48.456274,-122.4738
2022,April,Fukui,Upper Big Indian/Little Indian,3,0,48.456274,-122.4738
2022,April,Minnow,Upper Big Indian/Little Indian,3,0,48.456274,-122.4738
2022,May,Fukui,Upper Big Indian/Little Indian,6,0,48.456274,-122.4738
2022,May,Minnow,Upper Big Indian/Little Indian,6,0,48.456274,-122.4738
2022,June,Fukui,Upper Big Indian/Little Indian,17,0,48.456274,-122.4738
2022,June,Minnow,Upper Big Indian/Little Indian,17,0,48.456274,-122.4738
2022,June,Shrimp,Upper Big Indian/Little Indian,7,0,48.456274,-122.4738
2022,July,Fukui,Upper Big Indian/Little Indian,3,0,48.456274,-122.4738
2022,July,Minnow,Upper Big Indian/Little Indian,3,0,48.456274,-122.4738
2022,August,Fukui,Upper Big Indian/Little Indian,3,0,48.456274,-122.4738
2022,August,Minnow,Upper Big Indian/Little Indian,3,0,48.456274,-122.4738
2022,September,Fukui,Upper Big Indian/Little Indian,3,0,48.456274,-122.4738
2022,September,Minnow,Upper Big Indian/Little Indian,3,0,48.456274,-122.4738
2023,March,Shrimp,Upper Big Indian/Little Indian,12,0,48.456274,-122.4738
2023,April,Fukui,Upper Big Indian/Little Indian,3,0,48.456274,-122.4738
2023,April,Minnow,Upper Big Indian/Little Indian,3,0,48.456274,-122.4738
2023,May,Fukui,Upper Big Indian/Little Indian,125,0,48.456274,-122.4738
2023,May,Minnow,Upper Big Indian/Little Indian,125,0,48.456274,-122.4738
2023,May,Shrimp,Upper Big Indian/Little Indian,19,0,48.456274,-122.4738
2023,June,Fukui,Upper Big Indian/Little Indian,3,0,48.456274,-122.4738
2023,June,Minnow,Upper Big Indian/Little Indian,3,0,48.456274,-122.4738
2023,July,Fukui,Upper Big Indian/Little Indian,3,0,48.456274,-122.4738
2023,July,Minnow,Upper Big Indian/Little Indian,3,0,48.456274,-122.4738
2023,August,Fukui,Upper Big Indian/Little Indian,3,0,48.456274,-122.4738
2023,August,Minnow,Upper Big Indian/Little Indian,3,0,48.456274,-122.4738
2023,September,Fukui,Upper Big Indian/Little Indian,3,0,48.456274,-122.4738
2023,September,Minnow,Upper Big Indian/Little Indian,3,0,48.456274,-122.4738
2024,February,Shrimp,Upper Big Indian/Little Indian,20,0,48.456274,-122.4738
2024,April,Fukui,Upper Big Indian/Little Indian,23,0,48.456274,-122.4738
2024,April,Minnow,Upper Big Indian/Little Indian,43,0,48.456274,-122.4738
2024,May,Fukui,Upper Big Indian/Little Indian,13,0,48.456274,-122.4738
2024,May,Minnow,Upper Big Indian/Little Indian,23,0,48.456274,-122.4738
2024,June,Fukui,Upper Big Indian/Little Indian,3,0,48.456274,-122.4738
2024,June,Minnow,Upper Big Indian/Little Indian,3,0,48.456274,-122.4738
2024,July,Fukui,Upper Big Indian/Little Indian,3,0,48.456274,-122.4738
2024,July,Minnow,Upper Big Indian/Little Indian,3,0,48.456274,-122.4738
2024,August,Fukui,Upper Big Indian/Little Indian,3,0,48.456274,-122.4738
2024,August,Minnow,Upper Big Indian/Little Indian,3,0,48.456274,-122.4738
2024,September,Fukui,Upper Big Indian/Little Indian,23,0,48.456274,-122.4738
2024,September,Minnow,Upper Big Indian/Little Indian,43,1,48.456274,-122.4738
2024,September,Shrimp,Upper Big Indian/Little Indian,4,0,48.456274,-122.4738
2018,April,Fukui,West 90 North,3,0,48.551379,-122.500406
2018,April,Minnow,West 90 North,3,0,48.551379,-122.500406
2018,May,Fukui,West 90 North,3,0,48.551379,-122.500406
2018,May,Minnow,West 90 North,3,0,48.551379,-122.500406
2018,June,Fukui,West 90 North,3,0,48.551379,-122.500406
2018,June,Minnow,West 90 North,3,0,48.551379,-122.500406
2018,July,Fukui,West 90 North,3,0,48.551379,-122.500406
2018,July,Minnow,West 90 North,3,0,48.551379,-122.500406
2018,August,Fukui,West 90 North,3,0,48.551379,-122.500406
2018,August,Minnow,West 90 North,3,0,48.551379,-122.500406
2018,September,Fukui,West 90 North,3,0,48.551379,-122.500406
2018,September,Minnow,West 90 North,3,0,48.551379,-122.500406
2019,April,Fukui,West 90 North,3,0,48.551379,-122.500406
2019,April,Minnow,West 90 North,3,0,48.551379,-122.500406
2019,May,Fukui,West 90 North,3,0,48.551379,-122.500406
2019,May,Minnow,West 90 North,3,0,48.551379,-122.500406
2019,June,Fukui,West 90 North,3,0,48.551379,-122.500406
2019,June,Minnow,West 90 North,3,0,48.551379,-122.500406
2019,July,Fukui,West 90 North,3,0,48.551379,-122.500406
2019,July,Minnow,West 90 North,3,0,48.551379,-122.500406
2019,August,Fukui,West 90 North,3,0,48.551379,-122.500406
2019,August,Minnow,West 90 North,3,0,48.551379,-122.500406
2019,September,Fukui,West 90 North,3,0,48.551379,-122.500406
2019,September,Minnow,West 90 North,3,0,48.551379,-122.500406
2020,May,Fukui,West 90 North,3,0,48.551379,-122.500406
2020,May,Minnow,West 90 North,3,0,48.551379,-122.500406
2020,June,Fukui,West 90 North,3,0,48.551379,-122.500406
2020,June,Minnow,West 90 North,3,0,48.551379,-122.500406
2020,July,Fukui,West 90 North,3,0,48.551379,-122.500406
2020,July,Minnow,West 90 North,3,0,48.551379,-122.500406
2020,August,Fukui,West 90 North,3,0,48.551379,-122.500406
2020,August,Minnow,West 90 North,3,0,48.551379,-122.500406
2020,September,Fukui,West 90 North,19,0,48.551379,-122.500406
2020,September,Minnow,West 90 North,21,0,48.551379,-122.500406
2021,April,Fukui,West 90 North,3,0,48.551379,-122.500406
2021,April,Minnow,West 90 North,3,0,48.551379,-122.500406
2021,May,Fukui,West 90 North,31,0,48.551379,-122.500406
2021,May,Minnow,West 90 North,43,0,48.551379,-122.500406
2021,June,Fukui,West 90 North,3,0,48.551379,-122.500406
2021,June,Minnow,West 90 North,3,0,48.551379,-122.500406
2021,July,Fukui,West 90 North,3,0,48.551379,-122.500406
2021,July,Minnow,West 90 North,3,0,48.551379,-122.500406
2021,August,Fukui,West 90 North,13,0,48.551379,-122.500406
2021,August,Minnow,West 90 North,33,0,48.551379,-122.500406
2021,September,Fukui,West 90 North,3,0,48.551379,-122.500406
2021,September,Minnow,West 90 North,3,0,48.551379,-122.500406
2022,April,Fukui,West 90 North,3,0,48.551379,-122.500406
2022,April,Minnow,West 90 North,3,0,48.551379,-122.500406
2022,May,Fukui,West 90 North,3,0,48.551379,-122.500406
2022,May,Minnow,West 90 North,3,0,48.551379,-122.500406
2022,June,Fukui,West 90 North,3,0,48.551379,-122.500406
2022,June,Minnow,West 90 North,3,0,48.551379,-122.500406
2022,July,Fukui,West 90 North,27,0,48.551379,-122.500406
2022,July,Minnow,West 90 North,51,1,48.551379,-122.500406
2022,August,Fukui,West 90 North,21,1,48.551379,-122.500406
2022,August,Minnow,West 90 North,44,0,48.551379,-122.500406
2022,September,Fukui,West 90 North,26,1,48.551379,-122.500406
2022,September,Minnow,West 90 North,26,3,48.551379,-122.500406
2022,October,Fukui,West 90 North,100,8,48.551379,-122.500406
2022,October,Minnow,West 90 North,84,11,48.551379,-122.500406
2022,November,Fukui,West 90 North,30,0,48.551379,-122.500406
2022,November,Minnow,West 90 North,30,4,48.551379,-122.500406
2023,March,Fukui,West 90 North,40,0,48.551379,-122.500406
2023,March,Minnow,West 90 North,40,0,48.551379,-122.500406
2023,April,Fukui,West 90 North,39,0,48.551379,-122.500406
2023,April,Minnow,West 90 North,39,0,48.551379,-122.500406
2023,May,Fukui,West 90 North,3,0,48.551379,-122.500406
2023,May,Minnow,West 90 North,3,0,48.551379,-122.500406
2023,June,Fukui,West 90 North,37,0,48.551379,-122.500406
2023,June,Minnow,West 90 North,39,0,48.551379,-122.500406
2023,July,Fukui,West 90 North,26,0,48.551379,-122.500406
2023,July,Minnow,West 90 North,26,1,48.551379,-122.500406
2023,August,Fukui,West 90 North,3,0,48.551379,-122.500406
2023,August,Minnow,West 90 North,3,0,48.551379,-122.500406
2023,September,Fukui,West 90 North,48,1,48.551379,-122.500406
2023,September,Minnow,West 90 North,48,0,48.551379,-122.500406
2023,October,Fukui,West 90 North,22,0,48.551379,-122.500406
2023,October,Minnow,West 90 North,22,0,48.551379,-122.500406
2023,December,Shrimp,West 90 North,10,0,48.551379,-122.500406
2024,April,Fukui,West 90 North,51,0,48.551379,-122.500406
2024,April,Minnow,West 90 North,51,0,48.551379,-122.500406
2024,May,Fukui,West 90 North,19,0,48.551379,-122.500406
2024,May,Minnow,West 90 North,35,0,48.551379,-122.500406
2024,June,Fukui,West 90 North,3,0,48.551379,-122.500406
2024,June,Minnow,West 90 North,3,0,48.551379,-122.500406
2024,July,Fukui,West 90 North,3,0,48.551379,-122.500406
2024,July,Minnow,West 90 North,3,0,48.551379,-122.500406
2024,August,Fukui,West 90 North,39,0,48.551379,-122.500406
2024,August,Minnow,West 90 North,83,8,48.551379,-122.500406
2024,September,Fukui,West 90 North,33,8,48.551379,-122.500406
2024,September,Minnow,West 90 North,63,20,48.551379,-122.500406
2024,October,Fukui,West 90 North,38,4,48.551379,-122.500406
2024,October,Minnow,West 90 North,71,30,48.551379,-122.500406
2020,August,Fukui,West 90 South,4,1,48.535045,-122.487583
2020,August,Minnow,West 90 South,9,0,48.535045,-122.487583
2020,September,Fukui,West 90 South,21,0,48.535045,-122.487583
2020,September,Minnow,West 90 South,33,1,48.535045,-122.487583
2021,April,Fukui,West 90 South,19,0,48.535045,-122.487583
2021,April,Minnow,West 90 South,34,0,48.535045,-122.487583
2021,July,Fukui,West 90 South,9,0,48.535045,-122.487583
2021,July,Minnow,West 90 South,31,1,48.535045,-122.487583
2022,August,Fukui,West 90 South,6,0,48.535045,-122.487583
2022,August,Minnow,West 90 South,24,1,48.535045,-122.487583
2022,October,Fukui,West 90 South,100,1,48.535045,-122.487583
2022,October,Minnow,West 90 South,99,22,48.535045,-122.487583
2022,November,Fukui,West 90 South,30,0,48.535045,-122.487583
2022,November,Minnow,West 90 South,30,5,48.535045,-122.487583
2023,May,Fukui,West 90 South,75,0,48.535045,-122.487583
2023,May,Minnow,West 90 South,75,0,48.535045,-122.487583
2023,July,Fukui,West 90 South,67,1,48.535045,-122.487583
2023,July,Minnow,West 90 South,69,3,48.535045,-122.487583
2023,September,Fukui,West 90 South,45,0,48.535045,-122.487583
2023,September,Minnow,West 90 South,45,1,48.535045,-122.487583
2024,July,Fukui,West 90 South,24,0,48.535045,-122.487583
2024,July,Minnow,West 90 South,48,1,48.535045,-122.487583
2024,August,Fukui,West 90 South,30,2,48.535045,-122.487583
2024,August,Minnow,West 90 South,60,15,48.535045,-122.487583
2024,September,Fukui,West 90 South,20,2,48.535045,-122.487583
2024,September,Minnow,West 90 South,40,17,48.535045,-122.487583
2024,October,Fukui,West 90 South,31,0,48.535045,-122.487583
2024,October,Minnow,West 90 South,59,18,48.535045,-122.487583
2020,September,Fukui,West Samish Bay,39,0,48.55841,-122.47794
2020,September,Minnow,West Samish Bay,44,0,48.55841,-122.47794
