Effort_Type,Date_Deployed,Date_Retrieved,StartTime_Deployed,EndTime_Deployed,StartTime_Retrieved,EndTime_Retrieved,Weather,Personnel,Management_Area,Waterbody,Site_ID,Site_Name,Site_Info,County,Trap_Effort,Trap_Type,Trap_Number,Trap_Info,Bait,Latitude,Longitude,Date_Checked,CAMA_Total,CAMA_Male,CAMA_Female,HEOR,LEAR,HENU,GAAC,CYAG,MEMA,PAHI,PAGR,COAS,OLMA,FLAT,PLST,BAAT,NASS,BROK,SAND,BUBB,ILOB,JELL,TECH,ELFS,MEGR,CAPR,Other_Bycatch,Mortalities,Notes,Data_Source,TrackedChanges,,,,,,,,
Early Detection,8/27/2018,8/29/2018,9:30,13:00,10:00,12:30,Sunny,WDFW: Chelsey Buffington; Jamestown S'Klallam: Neil Harrington; US Navy: Bill Kalina,North Central Puget Sound,Port Townsend Bay,205,Walan Point,-,Jefferson,122,Fukui,1144,-,Mackerel,48.07196,-122.74603,8/29/2018,0,0,0,33,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,WDFW,"Changed management area from ""North Puget Sound"" to ""North Central Puget Sound"" to standardize 2022 derived EGC Management Area boundaries - CB 11/7/2022",,,,,,,,
Early Detection,8/27/2018,8/29/2018,9:30,13:00,10:00,12:30,Sunny,WDFW: Chelsey Buffington; Jamestown S'Klallam: Neil Harrington; US Navy: Bill Kalina,North Central Puget Sound,Port Townsend Bay,205,Walan Point,-,Jefferson,122,Fukui,1147,-,Mackerel,48.07180,-122.74512,8/29/2018,0,0,0,2,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,WDFW,"Changed management area from ""North Puget Sound"" to ""North Central Puget Sound"" to standardize 2022 derived EGC Management Area boundaries - CB 11/7/2022",,,,,,,,
Early Detection,8/27/2018,8/29/2018,9:30,13:00,10:00,12:30,Sunny,WDFW: Chelsey Buffington; Jamestown S'Klallam: Neil Harrington; US Navy: Bill Kalina,North Central Puget Sound,Port Townsend Bay,205,Walan Point,-,Jefferson,122,Minnow,565,-,Mackerel,48.07164,-122.74482,8/29/2018,0,0,0,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,WDFW,"Changed management area from ""North Puget Sound"" to ""North Central Puget Sound"" to standardize 2022 derived EGC Management Area boundaries - CB 11/7/2022",,,,,,,,
Early Detection,8/27/2018,8/29/2018,9:30,13:00,10:00,12:30,Sunny,WDFW: Chelsey Buffington; Jamestown S'Klallam: Neil Harrington; US Navy: Bill Kalina,North Central Puget Sound,Port Townsend Bay,205,Walan Point,-,Jefferson,122,Minnow,584,-,Mackerel,48.07180,-122.74470,8/29/2018,0,0,0,105,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,WDFW,"Changed management area from ""North Puget Sound"" to ""North Central Puget Sound"" to standardize 2022 derived EGC Management Area boundaries - CB 11/7/2022",,,,,,,,
Early Detection,8/27/2018,8/29/2018,9:30,13:00,10:00,12:30,Sunny,WDFW: Chelsey Buffington; Jamestown S'Klallam: Neil Harrington; US Navy: Bill Kalina,North Central Puget Sound,Port Townsend Bay,205,Walan Point,-,Jefferson,122,Minnow,585,-,Mackerel,48.07230,-122.74293,8/29/2018,0,0,0,26,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,WDFW,"Changed management area from ""North Puget Sound"" to ""North Central Puget Sound"" to standardize 2022 derived EGC Management Area boundaries - CB 11/7/2022",,,,,,,,
Early Detection,8/27/2018,8/29/2018,9:30,13:00,10:00,12:30,Sunny,WDFW: Chelsey Buffington; Jamestown S'Klallam: Neil Harrington; US Navy: Bill Kalina,North Central Puget Sound,Port Townsend Bay,205,Walan Point,-,Jefferson,122,Minnow,632,-,Mackerel,48.07180,-122.74383,8/29/2018,0,0,0,95,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,WDFW,"Changed management area from ""North Puget Sound"" to ""North Central Puget Sound"" to standardize 2022 derived EGC Management Area boundaries - CB 11/7/2022",,,,,,,,
Early Detection,8/27/2018,8/29/2018,9:30,13:00,10:00,12:30,Sunny,WDFW: Chelsey Buffington; Jamestown S'Klallam: Neil Harrington; US Navy: Bill Kalina,North Central Puget Sound,Port Townsend Bay,205,Walan Point,-,Jefferson,122,Minnow,641,-,Mackerel,48.07188,-122.74458,8/29/2018,0,0,0,66,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,WDFW,"Changed management area from ""North Puget Sound"" to ""North Central Puget Sound"" to standardize 2022 derived EGC Management Area boundaries - CB 11/7/2022",,,,,,,,
Early Detection,8/27/2018,8/29/2018,9:30,13:00,10:00,12:30,Sunny,WDFW: Chelsey Buffington; Jamestown S'Klallam: Neil Harrington; US Navy: Bill Kalina,North Central Puget Sound,Port Townsend Bay,205,Walan Point,-,Jefferson,122,Minnow,642,-,Mackerel,48.07218,-122.74280,8/29/2018,0,0,0,44,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,WDFW,"Changed management area from ""North Puget Sound"" to ""North Central Puget Sound"" to standardize 2022 derived EGC Management Area boundaries - CB 11/7/2022",,,,,,,,
Early Detection,8/27/2018,8/29/2018,9:30,13:00,10:00,12:30,Sunny,WDFW: Chelsey Buffington; Jamestown S'Klallam: Neil Harrington; US Navy: Bill Kalina,North Central Puget Sound,Port Townsend Bay,205,Walan Point,-,Jefferson,122,Minnow,658,-,Mackerel,48.07245,-122.74327,8/29/2018,0,0,0,9,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,WDFW,"Changed management area from ""North Puget Sound"" to ""North Central Puget Sound"" to standardize 2022 derived EGC Management Area boundaries - CB 11/7/2022",,,,,,,,
Early Detection,8/27/2018,8/29/2018,9:30,13:00,10:00,12:30,Sunny,WDFW: Chelsey Buffington; Jamestown S'Klallam: Neil Harrington; US Navy: Bill Kalina,North Central Puget Sound,Port Townsend Bay,205,Walan Point,-,Jefferson,122,Minnow,659,-,Mackerel,48.07240,-122.74357,8/29/2018,0,0,0,61,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,WDFW,"Changed management area from ""North Puget Sound"" to ""North Central Puget Sound"" to standardize 2022 derived EGC Management Area boundaries - CB 11/7/2022",,,,,,,,
Early Detection,8/27/2018,8/29/2018,9:30,13:00,10:00,12:30,Sunny,WDFW: Chelsey Buffington; Jamestown S'Klallam: Neil Harrington; US Navy: Bill Kalina,North Central Puget Sound,Port Townsend Bay,205,Walan Point,-,Jefferson,122,Minnow,661,-,Mackerel,48.07202,-122.74410,8/29/2018,0,0,0,31,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,WDFW,"Changed management area from ""North Puget Sound"" to ""North Central Puget Sound"" to standardize 2022 derived EGC Management Area boundaries - CB 11/7/2022",,,,,,,,
Early Detection,8/27/2018,8/29/2018,9:30,13:00,10:00,12:30,Sunny,WDFW: Chelsey Buffington; Jamestown S'Klallam: Neil Harrington; US Navy: Bill Kalina,North Central Puget Sound,Port Townsend Bay,205,Walan Point,-,Jefferson,122,Minnow,662,-,Mackerel,48.07169,-122.74583,8/29/2018,0,0,0,45,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,WDFW,"Changed management area from ""North Puget Sound"" to ""North Central Puget Sound"" to standardize 2022 derived EGC Management Area boundaries - CB 11/7/2022",,,,,,,,
Early Detection,8/27/2018,8/29/2018,9:30,13:00,10:00,12:30,Sunny,WDFW: Chelsey Buffington; Jamestown S'Klallam: Neil Harrington; US Navy: Bill Kalina,North Central Puget Sound,Port Townsend Bay,205,Walan Point,-,Jefferson,122,Minnow,665,-,Mackerel,48.07203,-122.74486,8/29/2018,0,0,0,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,WDFW,"Changed management area from ""North Puget Sound"" to ""North Central Puget Sound"" to standardize 2022 derived EGC Management Area boundaries - CB 11/7/2022",,,,,,,,
Early Detection,8/27/2018,8/29/2018,9:30,13:00,10:00,12:30,Sunny,WDFW: Chelsey Buffington; Jamestown S'Klallam: Neil Harrington; US Navy: Bill Kalina,North Central Puget Sound,Port Townsend Bay,205,Walan Point,-,Jefferson,122,Minnow,666,-,Mackerel,48.07172,-122.74639,8/29/2018,0,0,0,89,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,WDFW,"Changed management area from ""North Puget Sound"" to ""North Central Puget Sound"" to standardize 2022 derived EGC Management Area boundaries - CB 11/7/2022",,,,,,,,
Early Detection,8/27/2018,8/29/2018,9:30,13:00,10:00,12:30,Sunny,WDFW: Chelsey Buffington; Jamestown S'Klallam: Neil Harrington; US Navy: Bill Kalina,North Central Puget Sound,Port Townsend Bay,205,Walan Point,-,Jefferson,122,Minnow,667,-,Mackerel,48.07182,-122.74621,8/29/2018,0,0,0,40,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,WDFW,"Changed management area from ""North Puget Sound"" to ""North Central Puget Sound"" to standardize 2022 derived EGC Management Area boundaries - CB 11/7/2022",,,,,,,,
Early Detection,8/27/2018,8/29/2018,9:30,13:00,10:00,12:30,Sunny,WDFW: Chelsey Buffington; Jamestown S'Klallam: Neil Harrington; US Navy: Bill Kalina,North Central Puget Sound,Port Townsend Bay,205,Walan Point,-,Jefferson,122,Minnow,668,-,Mackerel,48.07186,-122.74529,8/29/2018,0,0,0,53,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,WDFW,"Changed management area from ""North Puget Sound"" to ""North Central Puget Sound"" to standardize 2022 derived EGC Management Area boundaries - CB 11/7/2022",,,,,,,,
Early Detection,8/27/2018,8/29/2018,9:30,13:00,10:00,12:30,Sunny,WDFW: Chelsey Buffington; Jamestown S'Klallam: Neil Harrington; US Navy: Bill Kalina,North Central Puget Sound,Port Townsend Bay,205,Walan Point,-,Jefferson,122,Minnow,670,-,Mackerel,48.07164,-122.74606,8/29/2018,0,0,0,66,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,WDFW,"Changed management area from ""North Puget Sound"" to ""North Central Puget Sound"" to standardize 2022 derived EGC Management Area boundaries - CB 11/7/2022",,,,,,,,
Early Detection,8/27/2018,8/29/2018,9:30,13:00,10:00,12:30,Sunny,WDFW: Chelsey Buffington; Jamestown S'Klallam: Neil Harrington; US Navy: Bill Kalina,North Central Puget Sound,Port Townsend Bay,205,Walan Point,-,Jefferson,122,Minnow,671,-,Mackerel,48.07209,-122.74469,8/29/2018,0,0,0,85,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,WDFW,"Changed management area from ""North Puget Sound"" to ""North Central Puget Sound"" to standardize 2022 derived EGC Management Area boundaries - CB 11/7/2022",,,,,,,,
Early Detection,8/27/2018,8/29/2018,9:30,13:00,10:00,12:30,Sunny,WDFW: Chelsey Buffington; Jamestown S'Klallam: Neil Harrington; US Navy: Bill Kalina,North Central Puget Sound,Port Townsend Bay,205,Walan Point,-,Jefferson,122,Minnow,673,-,Mackerel,48.07163,-122.74442,8/29/2018,0,0,0,82,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,WDFW,"Changed management area from ""North Puget Sound"" to ""North Central Puget Sound"" to standardize 2022 derived EGC Management Area boundaries - CB 11/7/2022",,,,,,,,
Early Detection,8/27/2018,8/29/2018,9:30,13:00,10:00,12:30,Sunny,WDFW: Chelsey Buffington; Jamestown S'Klallam: Neil Harrington; US Navy: Bill Kalina,North Central Puget Sound,Port Townsend Bay,205,Walan Point,-,Jefferson,122,Minnow,674,-,Mackerel,48.07202,-122.74323,8/29/2018,0,0,0,47,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,WDFW,"Changed management area from ""North Puget Sound"" to ""North Central Puget Sound"" to standardize 2022 derived EGC Management Area boundaries - CB 11/7/2022",,,,,,,,
Early Detection,8/27/2018,8/29/2018,9:30,13:00,10:00,12:30,Sunny,WDFW: Chelsey Buffington; Jamestown S'Klallam: Neil Harrington; US Navy: Bill Kalina,North Central Puget Sound,Port Townsend Bay,205,Walan Point,-,Jefferson,122,Minnow,676,-,Mackerel,48.07280,-122.74373,8/29/2018,0,0,0,82,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,WDFW,"Changed management area from ""North Puget Sound"" to ""North Central Puget Sound"" to standardize 2022 derived EGC Management Area boundaries - CB 11/7/2022",,,,,,,,
Early Detection,8/27/2018,8/29/2018,9:30,13:00,10:00,12:30,Sunny,WDFW: Chelsey Buffington; Jamestown S'Klallam: Neil Harrington; US Navy: Bill Kalina,North Central Puget Sound,Port Townsend Bay,205,Walan Point,-,Jefferson,122,Minnow,677,-,Mackerel,48.07191,-122.74617,8/29/2018,0,0,0,35,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,WDFW,"Changed management area from ""North Puget Sound"" to ""North Central Puget Sound"" to standardize 2022 derived EGC Management Area boundaries - CB 11/7/2022",,,,,,,,
Early Detection,8/27/2018,8/29/2018,9:30,13:00,10:00,12:30,Sunny,WDFW: Chelsey Buffington; Jamestown S'Klallam: Neil Harrington; US Navy: Bill Kalina,North Central Puget Sound,Port Townsend Bay,205,Walan Point,-,Jefferson,122,Minnow,678,-,Mackerel,48.07203,-122.74310,8/29/2018,0,0,0,32,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,WDFW,"Changed management area from ""North Puget Sound"" to ""North Central Puget Sound"" to standardize 2022 derived EGC Management Area boundaries - CB 11/7/2022",,,,,,,,
Early Detection,8/27/2018,8/29/2018,9:30,13:00,10:00,12:30,Sunny,WDFW: Chelsey Buffington; Jamestown S'Klallam: Neil Harrington; US Navy: Bill Kalina,North Central Puget Sound,Port Townsend Bay,205,Walan Point,-,Jefferson,122,Minnow,682,-,Mackerel,48.07155,-122.74590,8/29/2018,0,0,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,WDFW,"Changed management area from ""North Puget Sound"" to ""North Central Puget Sound"" to standardize 2022 derived EGC Management Area boundaries - CB 11/7/2022",,,,,,,,
Early Detection,8/27/2018,8/29/2018,9:30,13:00,10:00,12:30,Sunny,WDFW: Chelsey Buffington; Jamestown S'Klallam: Neil Harrington; US Navy: Bill Kalina,North Central Puget Sound,Port Townsend Bay,205,Walan Point,-,Jefferson,122,Minnow,687,-,Mackerel,48.07246,-122.74368,8/29/2018,0,0,0,37,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,WDFW,"Changed management area from ""North Puget Sound"" to ""North Central Puget Sound"" to standardize 2022 derived EGC Management Area boundaries - CB 11/7/2022",,,,,,,,
Early Detection,8/27/2018,8/29/2018,9:30,13:00,10:00,12:30,Sunny,WDFW: Chelsey Buffington; Jamestown S'Klallam: Neil Harrington; US Navy: Bill Kalina,North Central Puget Sound,Port Townsend Bay,205,Walan Point,-,Jefferson,122,Minnow,688,-,Mackerel,48.07242,-122.74393,8/29/2018,0,0,0,112,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,WDFW,"Changed management area from ""North Puget Sound"" to ""North Central Puget Sound"" to standardize 2022 derived EGC Management Area boundaries - CB 11/7/2022",,,,,,,,
Early Detection,8/27/2018,8/29/2018,9:30,13:00,10:00,12:30,Sunny,WDFW: Chelsey Buffington; Jamestown S'Klallam: Neil Harrington; US Navy: Bill Kalina,North Central Puget Sound,Port Townsend Bay,205,Walan Point,-,Jefferson,122,Minnow,689,-,Mackerel,48.07168,-122.74614,8/29/2018,0,0,0,43,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,WDFW,"Changed management area from ""North Puget Sound"" to ""North Central Puget Sound"" to standardize 2022 derived EGC Management Area boundaries - CB 11/7/2022",,,,,,,,
Early Detection,8/27/2018,8/29/2018,9:30,13:00,10:00,12:30,Sunny,WDFW: Chelsey Buffington; Jamestown S'Klallam: Neil Harrington; US Navy: Bill Kalina,North Central Puget Sound,Port Townsend Bay,205,Walan Point,-,Jefferson,122,Minnow,691,-,Mackerel,48.07155,-122.74669,8/29/2018,0,0,0,200,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,WDFW,"Changed management area from ""North Puget Sound"" to ""North Central Puget Sound"" to standardize 2022 derived EGC Management Area boundaries - CB 11/7/2022",,,,,,,,
Early Detection,8/27/2018,8/29/2018,9:30,13:00,10:00,12:30,Sunny,WDFW: Chelsey Buffington; Jamestown S'Klallam: Neil Harrington; US Navy: Bill Kalina,North Central Puget Sound,Port Townsend Bay,205,Walan Point,-,Jefferson,122,Minnow,692,-,Mackerel,48.07188,-122.74330,8/29/2018,0,0,0,36,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,WDFW,"Changed management area from ""North Puget Sound"" to ""North Central Puget Sound"" to standardize 2022 derived EGC Management Area boundaries - CB 11/7/2022",,,,,,,,
Early Detection,8/27/2018,8/29/2018,9:30,13:00,10:00,12:30,Sunny,WDFW: Chelsey Buffington; Jamestown S'Klallam: Neil Harrington; US Navy: Bill Kalina,North Central Puget Sound,Port Townsend Bay,205,Walan Point,-,Jefferson,122,Minnow,694,-,Mackerel,48.07165,-122.74655,8/29/2018,0,0,0,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,WDFW,"Changed management area from ""North Puget Sound"" to ""North Central Puget Sound"" to standardize 2022 derived EGC Management Area boundaries - CB 11/7/2022",,,,,,,,
Early Detection,8/27/2018,8/29/2018,9:30,13:00,10:00,12:30,Sunny,WDFW: Chelsey Buffington; Jamestown S'Klallam: Neil Harrington; US Navy: Bill Kalina,North Central Puget Sound,Port Townsend Bay,205,Walan Point,-,Jefferson,122,Minnow,695,-,Mackerel,48.07184,-122.74591,8/29/2018,0,0,0,65,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,WDFW,"Changed management area from ""North Puget Sound"" to ""North Central Puget Sound"" to standardize 2022 derived EGC Management Area boundaries - CB 11/7/2022",,,,,,,,
Early Detection,8/27/2018,8/29/2018,9:30,13:00,10:00,12:30,Sunny,WDFW: Chelsey Buffington; Jamestown S'Klallam: Neil Harrington; US Navy: Bill Kalina,North Central Puget Sound,Port Townsend Bay,205,Walan Point,-,Jefferson,122,Minnow,696,-,Mackerel,48.07190,-122.74371,8/29/2018,0,0,0,108,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,WDFW,"Changed management area from ""North Puget Sound"" to ""North Central Puget Sound"" to standardize 2022 derived EGC Management Area boundaries - CB 11/7/2022",,,,,,,,
Early Detection,8/27/2018,8/29/2018,9:30,13:00,10:00,12:30,Sunny,WDFW: Chelsey Buffington; Jamestown S'Klallam: Neil Harrington; US Navy: Bill Kalina,North Central Puget Sound,Port Townsend Bay,205,Walan Point,-,Jefferson,122,Minnow,698,-,Mackerel,48.07195,-122.74477,8/29/2018,0,0,0,124,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,WDFW,"Changed management area from ""North Puget Sound"" to ""North Central Puget Sound"" to standardize 2022 derived EGC Management Area boundaries - CB 11/7/2022",,,,,,,,
Early Detection,9/10/2018,9/11/2018,11:20,11:45,10:30,10:50,Partly Cloudy,"WDFW: Chelsey Buffington, Matt Davidson, Leah Snyder",Hood Canal,Hood Canal,150,Dosewallips,"Dosewallips marsh, second main channel from the north near the peninsula",Jefferson,18,Fukui,572,-,Mackerel,47.69298,-122.89285,9/11/2018,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,WDFW,"Changed name from Dosewallips Flats to ""Dosewallips"" - CB 2/10/22",,,,,,,,
Early Detection,9/10/2018,9/11/2018,11:20,11:45,10:30,10:50,Partly Cloudy,"WDFW: Chelsey Buffington, Matt Davidson, Leah Snyder",Hood Canal,Hood Canal,150,Dosewallips,"Dosewallips marsh, second main channel from the north near the peninsula",Jefferson,18,Fukui,606,-,Mackerel,47.69293,-122.89308,9/11/2018,0,0,0,27,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,WDFW,"Changed name from Dosewallips Flats to ""Dosewallips"" - CB 2/10/22",,,,,,,,
Early Detection,9/10/2018,9/11/2018,11:20,11:45,10:30,10:50,Partly Cloudy,"WDFW: Chelsey Buffington, Matt Davidson, Leah Snyder",Hood Canal,Hood Canal,150,Dosewallips,"Dosewallips marsh, second main channel from the north near the peninsula",Jefferson,18,Fukui,637,-,Mackerel,47.69284,-122.89313,9/11/2018,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,WDFW,"Changed name from Dosewallips Flats to ""Dosewallips"" - CB 2/10/22",,,,,,,,
Early Detection,9/10/2018,9/11/2018,11:20,11:45,10:30,10:50,Partly Cloudy,"WDFW: Chelsey Buffington, Matt Davidson, Leah Snyder",Hood Canal,Hood Canal,150,Dosewallips,"Dosewallips marsh, second main channel from the north near the peninsula",Jefferson,18,Minnow,660,-,Mackerel,47.69296,-122.89273,9/11/2018,0,0,0,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,WDFW,"Changed name from Dosewallips Flats to ""Dosewallips"" - CB 2/10/22",,,,,,,,
Early Detection,9/10/2018,9/11/2018,11:20,11:45,10:30,10:50,Partly Cloudy,"WDFW: Chelsey Buffington, Matt Davidson, Leah Snyder",Hood Canal,Hood Canal,150,Dosewallips,"Dosewallips marsh, second main channel from the north near the peninsula",Jefferson,18,Minnow,684,-,Mackerel,47.69289,-122.89316,9/11/2018,0,0,0,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,WDFW,"Changed name from Dosewallips Flats to ""Dosewallips"" - CB 2/10/22",,,,,,,,
Early Detection,9/10/2018,9/11/2018,11:20,11:45,10:30,10:50,Partly Cloudy,"WDFW: Chelsey Buffington, Matt Davidson, Leah Snyder",Hood Canal,Hood Canal,150,Dosewallips,"Dosewallips marsh, second main channel from the north near the peninsula",Jefferson,18,Minnow,687,-,Mackerel,47.69297,-122.89301,9/11/2018,0,0,0,92,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,WDFW,"Changed name from Dosewallips Flats to ""Dosewallips"" - CB 2/10/22",,,,,,,,
Early Detection,9/10/2018,9/11/2018,11:45,12:15,11:00,11:30,Partly Cloudy,"WDFW: Chelsey Buffington, Matt Davidson, Leah Snyder",Hood Canal,Hood Canal,151,Dosewallips,"Dosewallips marsh, northern channels",Jefferson,18,Fukui,626,-,Mackerel,47.69623,-122.89457,9/11/2018,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,WDFW,"Changed name from Dosewallips Flats to ""Dosewallips"" - CB 2/10/22",,,,,,,,
Early Detection,9/10/2018,9/11/2018,11:45,12:15,11:00,11:30,Partly Cloudy,"WDFW: Chelsey Buffington, Matt Davidson, Leah Snyder",Hood Canal,Hood Canal,151,Dosewallips,"Dosewallips marsh, northern channels",Jefferson,18,Fukui,629,-,Mackerel,47.69629,-122.89432,9/11/2018,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,WDFW,"Changed name from Dosewallips Flats to ""Dosewallips"" - CB 2/10/22",,,,,,,,
Early Detection,9/10/2018,9/11/2018,11:45,12:15,11:00,11:30,Partly Cloudy,"WDFW: Chelsey Buffington, Matt Davidson, Leah Snyder",Hood Canal,Hood Canal,151,Dosewallips,"Dosewallips marsh, northern channels",Jefferson,18,Fukui,647,-,Mackerel,47.69624,-122.89474,9/11/2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,WDFW,"Changed name from Dosewallips Flats to ""Dosewallips"" - CB 2/10/22",,,,,,,,
Early Detection,9/10/2018,9/11/2018,11:45,12:15,11:00,11:30,Partly Cloudy,"WDFW: Chelsey Buffington, Matt Davidson, Leah Snyder",Hood Canal,Hood Canal,151,Dosewallips,"Dosewallips marsh, northern channels",Jefferson,18,Minnow,565,-,Mackerel,47.69623,-122.89447,9/11/2018,0,0,0,22,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,WDFW,"Changed name from Dosewallips Flats to ""Dosewallips"" - CB 2/10/22",,,,,,,,
Early Detection,9/10/2018,9/11/2018,11:45,12:15,11:00,11:30,Partly Cloudy,"WDFW: Chelsey Buffington, Matt Davidson, Leah Snyder",Hood Canal,Hood Canal,151,Dosewallips,"Dosewallips marsh, northern channels",Jefferson,18,Minnow,585,-,Mackerel,47.69634,-122.89420,9/11/2018,0,0,0,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,WDFW,"Changed name from Dosewallips Flats to ""Dosewallips"" - CB 2/10/22",,,,,,,,
Early Detection,9/10/2018,9/11/2018,11:45,12:15,11:00,11:30,Partly Cloudy,"WDFW: Chelsey Buffington, Matt Davidson, Leah Snyder",Hood Canal,Hood Canal,151,Dosewallips,"Dosewallips marsh, northern channels",Jefferson,18,Minnow,696,-,Mackerel,47.69619,-122.89465,9/11/2018,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,WDFW,"Changed name from Dosewallips Flats to ""Dosewallips"" - CB 2/10/22",,,,,,,,
Early Detection,9/10/2018,9/11/2018,13:40,14:20,8:30,9:15,Partly Cloudy,"WDFW: Chelsey Buffington, Matt Davidson, Leah Snyder",Hood Canal,Dabob Bay,175,Point Whitney,Northern area,Jefferson,12,Fukui,602,-,Mackerel,47.76136,-122.85294,9/11/2018,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,SPID-1,0,-,WDFW,,,,,,,,,
Early Detection,9/10/2018,9/11/2018,13:40,14:20,8:30,9:15,Partly Cloudy,"WDFW: Chelsey Buffington, Matt Davidson, Leah Snyder",Hood Canal,Dabob Bay,175,Point Whitney,Northern area,Jefferson,12,Fukui,620,-,Mackerel,47.76136,-122.85244,9/11/2018,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,HERM-2; SPID-1,0,-,WDFW,,,,,,,,,
Early Detection,9/10/2018,9/11/2018,13:40,14:20,8:30,9:15,Partly Cloudy,"WDFW: Chelsey Buffington, Matt Davidson, Leah Snyder",Hood Canal,Dabob Bay,175,Point Whitney,Northern area,Jefferson,12,Fukui,635,-,Mackerel,47.76157,-122.85308,9/11/2018,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,-,WDFW,,,,,,,,,
