objectid,GlobalID,Trap Number,Total Male,Total Female,Total Catch,Site Name,Effort Type,Total Gravid,Trap Type,Set Date and Time,Date and time of Trap being removed.,Acquisition Date,Management Area,Version Used,x,y
10916,57f8c894-d401-4a8f-9e90-b02f1f0389fd,657,0,0,0,Sequim Bay - South,Rapid Response,,Minnow,6/3/2019 10:30,6/5/2019 10:45,02/28/2023 05:30:15.240,Eastern Strait and Admiralty Inlet,DFW,-122.99979,48.02809
32021,e31c16f2-6baf-4483-9a73-6f5241664b54,1075,0,0,0,Salmon Creek,Assessment,0,Minnow,6/10/2024 19:42,6/12/2024 23:13,06/10/2024 19:42:46.295,,WDFW,-122.8892949,47.98990356
27195,a72c4b7d-22b5-4557-8170-f14a64de11a8,1551,2,0,2,Giles Slough,Assessment,0,Shrimp,8/1/2023 14:17,8/4/2023 18:35,08/01/2023 14:48:40.917,Willapa Bay,DFW,-124.0177163,46.38924656
25535,88172709-6a02-4a7c-ae99-a4e51afb7f28,1699,0,0,0,Giles Slough,Assessment,0,Fukui,6/20/2023 14:16,6/23/2023 16:04,06/20/2023 18:10:42.436,Willapa Bay,DFW,-124.0161051,46.3838086
26746,cd78ad75-eaab-4329-937a-ab52c3fd2cca,1656,0,0,0,Waikiki Lagoon,Assessment,0,Fukui,7/24/2023 19:47,7/26/2023 21:39,07/24/2023 20:05:45.756,Columbia River,DFW,-124.061461,46.27968817
9883,7f528872-80a1-4639-9f6e-350c9df864c5,1652,0,0,0,O'Meara Point,Assessment,0,Fukui,2/6/2023 16:25,2/8/2023 17:12,02/28/2023 05:30:15.240,Willapa Bay,DFW,-123.9392116,46.40515166
20709,5708951a-55fe-4f09-9830-0124a702d360,752,0,0,0,South Bay Berm,Assessment,,Minnow,9/26/2022 7:48,9/28/2022 10:38,02/28/2023 05:30:15.240,Willapa Bay,DFW,-123.9541382,46.3839751
20746,52ef8f1b-1b31-4071-9578-20a06e6f2a04,1614,1,0,1,South Bay Berm,Assessment,,Fukui,9/26/2022 7:48,9/28/2022 10:38,02/28/2023 05:30:15.240,Willapa Bay,DFW,-123.954213,46.383493
25037,99834167-2504-4e4d-a414-055f1bd58bdf,1622,0,0,0,South Bay Berm,Assessment,0,Fukui,6/6/2023 20:09,6/9/2023 20:07,06/06/2023 20:56:15.468,Willapa Bay,DFW,-123.9535922,46.3834441
19584,27cf8df8-fbdb-4b6a-a55d-680a17bf48f6,1670,0,0,0,Greenhead Slough,Assessment ,,Fukui,6/27/2022 6:00,6/29/2022 7:00,02/28/2023 05:30:15.240,Willapa Bay,DFW,-123.9496532,46.3728502
16418,f9009429-205b-4112-9bf8-56c49dca66e6,65-P,0,0,0,Bear River Estuary,Assessment,,Minnow,5/17/2021 11:54,5/19/2021 11:30,02/28/2023 05:30:15.240,Willapa Bay,DFW,-123.957078,46.360133
22867,c8a2f813-686a-4a5f-adc0-1f57d16bbdcb,408,0,0,0,Nahcotta,Assessment,0,Minnow,3/23/2023 14:57,3/24/2023 15:47,03/23/2023 15:04:43.366,Willapa Bay,DFW,-124.0315103,46.49576648
26697,ed8afb3d-e32b-41a5-bbb5-92e3a8f44537,449,0,0,0,Willapa Bay Bridge,Assessment,0,Minnow,7/20/2023 15:13,7/21/2023 16:46,07/20/2023 17:35:09.338,Willapa Bay,DFW,-123.9026021,46.4289945
24041,e88e8b47-3a94-483a-85d3-0334aa3a4835,1671,0,0,0,Giles Slough,Assessment,0,Fukui,5/17/2023 14:01,5/19/2023 15:56,05/17/2023 14:01:25.418,Willapa Bay,DFW,-124.0162276,46.39225779
27742,bccad2d3-09b0-420c-aba3-3b7ef96e3a31,1880,6,0,6,Giles Slough,Assessment,0,Shrimp,8/16/2023 14:54,8/18/2023 18:17,08/16/2023 15:16:56.977,Willapa Bay,DFW,-124.0163776,46.39198314
25025,e59f3e59-2640-4310-a664-7de258f734c8,1573,0,0,0,O'Meara Point,Assessment,0,Shrimp,6/6/2023 19:13,6/9/2023 18:36,06/06/2023 20:06:06.760,Willapa Bay,DFW,-123.9501144,46.40353715
16879,36d7a9cf-3c39-4fbc-9b61-71aaa7f31b5e,156-P,1,1,2,North River,Assessment,,Minnow,6/28/2021 9:50,6/30/2021 9:45,02/28/2023 05:30:15.240,Willapa Bay,DFW,-123.885696,46.749302
23414,2c86b36a-1270-40e7-a0de-61f3103d81e1,1591,3,6,9,Port of Peninsula,Assessment,1,Shrimp,5/3/2023 14:05,5/5/2023 16:32,05/03/2023 15:58:50.382,Willapa Bay,DFW,-124.0278258,46.49935476
23365,320b7dbc-69d2-42c3-b0ca-d8875fe9a2a3,1657,4,1,5,Port of Peninsula,Assessment,0,Fukui,5/3/2023 15:45,5/5/2023 18:07,05/03/2023 15:58:29.814,Willapa Bay,DFW,-124.0307611,46.49846685
23402,5c165e88-fb7c-4f05-a814-fb70c2a4c077,1621,0,0,0,Port of Peninsula,Assessment,0,Fukui,5/3/2023 15:34,5/5/2023 18:55,05/03/2023 15:58:50.382,Willapa Bay,DFW,-124.0318842,46.49782947
20211,b632496f-0747-4566-859f-fdae632a30d6,599,1,1,2,Nahcotta,Assessment,,Minnow,8/22/2022 8:28,8/23/2022 8:11,02/28/2023 05:30:15.240,Willapa Bay,DFW,-124.031389,46.495867
15244,04cd2996-a631-495b-ab2a-43dcae020d66,1130-Y,0,0,0,Chuckanut Bay,Assessment,,Minnow,6/2/2021 15:00,6/4/2021 8:05,02/28/2023 05:30:15.240,North Puget Sound,DFW,-122.495585,48.70006
12041,f4561a52-1e4d-4f04-82ee-ad748336a80b,695-P,0,0,0,West Samish,Assessment,,Minnow,7/20/2020 11:35,7/22/2020 8:30,02/28/2023 05:30:15.240,North Puget Sound,DFW,-122.48509,48.56116
15883,a3938df4-4d44-4c75-95a4-a0829e0f31f3,1096-Y,0,0,0,Colony Creek,Assessment,,Fukui,8/9/2021 9:15,8/11/2021 9:15,02/28/2023 05:30:15.240,North Puget Sound,DFW,-122.422729,48.599873
15256,08812866-23f3-401d-8261-833ba964acee,1362-G,0,0,0,Chuckanut Bay,Assessment,,Fukui,6/2/2021 15:00,6/4/2021 8:05,02/28/2023 05:30:15.240,North Puget Sound,DFW,-122.499125,48.699615
12588,1753fd3e-67c6-4a39-a472-99574f98e26e,1090-Y,0,0,0,Chuckanut Bay,Assessment,,Minnow,9/15/2020 8:10,9/17/2020 9:40,02/28/2023 05:30:15.240,North Puget Sound,DFW,-122.495209,48.700508
36349,901a65fe-5215-4fa7-9f6d-fef4c5ea6ff8,0714,0,0,0,Chico Creek,Early Detection,0,Minnow,9/16/2024 18:37,9/18/2024 20:37,09/16/2024 18:37:17.295,,WDFW,-122.7023976,47.604089
12539,73e57db4-4090-4b94-b3cb-fa3c7dd2e09b,1322-G,0,0,0,West Samish ,Assessment,,Minnow,9/2/2020 8:30,9/3/2020 8:30,02/28/2023 05:30:15.240,North Puget Sound,DFW,-122.47282,48.55557
12551,53f0ff14-dae8-4493-818a-ff183238dd72,1431-R,0,0,0,West Samish ,Assessment,,Fukui,9/1/2020 13:30,9/3/2020 8:30,02/28/2023 05:30:15.240,North Puget Sound,DFW,-122.47816,48.55831
12090,cfc35612-dff6-46a2-aec8-9fdcd910db3a,160-P,0,0,0,West Samish,Assessment,,Minnow,7/21/2020 14:30,7/22/2020 8:00,02/28/2023 05:30:15.240,North Puget Sound,DFW,-122.4889937,48.5652561
12053,6faf1bed-5aef-4360-9eef-c1d96581ffae,680-P,0,0,0,West Samish,Assessment,,Minnow,7/20/2020 11:35,7/22/2020 8:30,02/28/2023 05:30:15.240,North Puget Sound,DFW,-122.48621,48.56058
28632,9c5bc3d1-d73e-4ec1-afe1-b71da146dc02,2771,0,0,0,McKinley Lagoon,Rapid Response,0,Shrimp,9/11/2023 19:14,9/13/2023 17:43,09/11/2023 19:36:27.936,Eastern Strait and Admiralty Inlet,DFW,-123.4685169,48.1324427
24894,5aa76fc7-e81e-4ce0-bf14-4572da35c43b,1847,0,0,0,Seabeck Conference Center Lagoon,Assessment,0,Shrimp – other,6/5/2023 19:48,6/8/2023 20:46,06/05/2023 21:30:58.628,Hood Canal,DFW,-122.8267815,47.6410923
34383,1d26576e-dd6a-4a90-bb88-d991a9e6380f,1274,0,0,0,Conference Center Lagoon ,Assessment,0,Minnow,8/6/2024 16:56,8/8/2024 21:07,08/06/2024 16:56:54.295,,WDFW,-122.8295817,47.64013965
17308,dfef5a93-dc4a-49e6-b514-70d32229fe03,1450-R,0,0,0,Ocean Shores Airport,Assessment,,Other,9/8/2021 7:20,9/10/2021 8:00,02/28/2023 05:30:15.240,Grays Harbor,DFW,-124.141048,47.000776
23059,5ed08e76-0088-4b13-9c80-b36f4e8a822c,715,0,0,0,Ocean Shores Airport,Assessment,0,Minnow,4/11/2023 19:09,4/13/2023 18:40,04/11/2023 19:17:35.751,Grays Harbor,DFW,-124.1394011,47.00024552
17222,f5f7e929-36b4-47d4-a226-87096b5b968e,N/A,1,0,1,Ocean Shores Airport,Assessment,,Hand,9/8/2021 7:20,9/10/2021 8:00,02/28/2023 05:30:15.240,Grays Harbor,DFW,-124.140414,46.998948
22973,24025484-9595-4972-b604-a88775b9f376,441,0,0,0,Ocean Shores Airport,Assessment,0,Minnow,3/28/2023 20:31,3/30/2023 21:07,03/28/2023 20:32:56.497,Grays Harbor,DFW,-124.1403786,46.99892746
17649,27ebedb2-5914-4c96-9b01-ff5cd658634a,684-P,0,0,0,North,Removal,,Minnow,5/10/2021 10:00,5/13/2021 10:48,02/28/2023 05:30:15.240,North Puget Sound,DFW,-122.754957,48.988397
12894,408d23c8-ac67-4907-9434-6bb936c187fd,1191,0,0,0,Cain Creek,Assessment,,Minnow,6/10/2020 10:50,6/11/2020 10:48,02/28/2023 05:30:15.240,North Puget Sound,DFW,-122.75509,48.997367
20305,cfe7426a-7226-44cf-9d43-ba1ebcbc3419,568,0,0,0,Copalis,Assessment,,Minnow,8/23/2022 6:15,8/25/2022 6:56,02/28/2023 05:30:15.240,South Central Coast,DFW,-124.176505,47.116093
24304,52132463-0124-448c-99a2-d74ff979c041,1453,5,1,6,Ocean Shores Airport,Assessment,0,Fukui,5/23/2023 18:00,5/25/2023 17:47,05/23/2023 18:00:23.696,Grays Harbor,DFW,-124.1419198,47.00534815
23308,7307933f-4e2e-4f99-a4ad-977f662fe683,2567,4,0,4,Ocean Shores Airport,Assessment,0,Fukui,5/2/2023 16:21,5/4/2023 18:00,05/02/2023 16:21:39.914,Grays Harbor,DFW,-124.1400552,47.00133375
18980,21651488-732a-4ff8-89a8-366f4bb1c795,5-B3,0,0,0,Central,Removal,,Shrimp,8/24/2021 8:52,8/26/2021 8:30,02/28/2023 05:30:15.240,North Puget Sound,DFW,-122.767207,48.98571
18894,31d43e4d-b169-4454-add9-b63ffac597c9,146-P,0,0,0,North,Removal,,Minnow,8/23/2021 9:45,8/26/2021 12:00,02/28/2023 05:30:15.240,North Puget Sound,DFW,-122.757472,48.991031
11649,c81b746e-4b15-4c75-bd20-1657b7c17982,570,0,0,0,Blaine Marina,Rapid Response,,Fukui,9/24/2019 8:00,9/26/2019 7:30,02/28/2023 05:30:15.240,North Puget Sound,DFW,-122.75333,48.99343
12980,dad92146-be38-483d-955e-02d9cd755f4d,628,1,0,1,North,Control,,Fukui,6/22/2020 9:10,6/26/2020 13:20,02/28/2023 05:30:15.240,North Puget Sound,DFW,-122.754087,48.988556
13321,9b243cf2-e509-4312-b597-dc78da3325d1,1177-B,0,0,0,North,Control,,Minnow,7/20/2020 9:20,7/24/2020 12:10,02/28/2023 05:30:15.240,North Puget Sound,DFW,-122.754242,48.988774
13976,1f908832-d227-49de-bcb6-2aad86896af0,368-R,0,0,0,North,Control,,Fukui,9/10/2020 7:42,9/11/2020 7:52,02/28/2023 05:30:15.240,North Puget Sound,DFW,-122.754834,48.988711
22383,95d9a14e-db1c-4864-9bef-b1d0f5e20938,1055,0,0,0,South,Assessment,,Fukui,8/22/2022 11:38,8/25/2022 9:00,02/28/2023 05:30:15.240,North Puget Sound,DFW,-122.58379,48.46585
22632,4a2081cd-98b9-480a-a8bb-37355153410c,1457,0,0,0,South,Assessment,,Fukui,8/22/2022 7:40,8/25/2022 7:00,02/28/2023 05:30:15.240,North Puget Sound,DFW,-122.57166,48.46513
22226,535b30f9-b15f-4d66-83d9-f9a154dcca34,638,0,0,0,North,Assessment,,Fukui,8/22/2022 10:00,8/24/2022 10:32,02/28/2023 05:30:15.240,North Puget Sound,DFW,-122.578296,48.491139
10238,05c29a9e-e6f6-4fb9-8e64-6aff7068752d,582,0,0,0,Northeast,Assessment,,Minnow,8/8/2018 9:15,8/10/2018 9:00,02/28/2023 05:30:15.240,North Puget Sound,DFW,-122.4891,48.53698
21977,cb7890c5-d00c-4c43-ab85-3415c6b5ddf2,1915,0,0,0,Dabob Bay NAP,Early Detection,,Fukui,9/20/2022 9:06,9/22/2022 8:15,02/28/2023 05:30:15.240,Hood Canal,DFW,-122.807235,47.83985
27301,8e02c0ca-79aa-4285-ac36-3cd0d1d4d594,1437,0,0,0,Thorndyke,Early Detection,0,Fukui,8/1/2023 20:43,8/3/2023 21:01,08/01/2023 21:16:49.900,Hood Canal,DFW,-122.7389277,47.81405103
35957,534b8d87-388c-4fff-b0ca-078f900018d9,1198,0,0,0,Port of Poulsbo,Early Detection,0,Shrimp,9/10/2024 20:01,9/12/2024 18:11,09/10/2024 20:01:24.295,,WDFW,-122.6472701,47.7334703
21301,47bf719e-5958-4361-9f1a-ceeb478a420b,421,0,0,0,Misery Point,Rapid Response,,Minnow,5/26/2022 10:15,5/27/2022 10:00,02/28/2023 05:30:15.240,Hood Canal,DFW,-122.829261,47.651838
17059,b40b0210-2c58-4f4e-9711-530aef09a56e,675-P,0,0,0,Alder Creek,Assessment,,Fukui,7/12/2021 11:00,7/14/2021 8:50,02/28/2023 05:30:15.240,Grays Harbor,DFW,-123.805178,46.971112
25715,3c5d4fa9-3de8-4926-aded-ac7092278d05,1287,0,0,0,Linger Longer,Early Detection,0,Minnow,6/20/2023 21:40,6/22/2023 20:19,06/20/2023 21:44:33.534,Hood Canal,DFW,-122.8693639,47.80957679
25976,1ddfb0b6-52f6-4bbe-a9f1-e984a36d806a,1459,0,0,0,Linger Longer,Assessment,0,Fukui,6/28/2023 16:44,6/30/2023 14:08,06/28/2023 16:46:28.628,Hood Canal,DFW,-122.864485,47.81058239
27387,58fcd554-a7ba-44cd-a247-4f30de460885,1907,0,0,0,North Quilcene Bay,Early Detection,0,Fukui,8/9/2023 13:48,8/11/2023 13:38,08/09/2023 14:06:42.534,Hood Canal,DFW,-122.8586648,47.82671003
25964,2ddf45e3-053c-417a-bb88-3975d6e44814,1336,0,0,0,North Quilcene Bay,Early Detection,0,Minnow,6/28/2023 15:24,6/29/2023 14:04,06/28/2023 15:49:09.600,Hood Canal,DFW,-122.8629564,47.81753765
18645,d37a95ef-f109-42a3-927d-96b085bccc08,1195-Y,0,0,0,Dakota Creek,Removal,,Fukui,7/22/2021 9:25,7/23/2021 12:03,02/28/2023 05:30:15.240,North Puget Sound,DFW,-122.729051,48.972428
12731,a7c21f73-e989-46d9-a0aa-3d8f88654199,345,0,0,0,East,Control,,Minnow,5/26/2020 16:20,5/28/2020 14:55,02/28/2023 05:30:15.240,North Puget Sound,DFW,-122.733561,48.968085
17898,91f3cc55-281b-46ee-8fa9-564b4c5a22dc,681-P,0,0,0,Dakota Creek,Removal,,Minnow,5/26/2021 14:15,5/27/2021 12:06,02/28/2023 05:30:15.240,North Puget Sound,DFW,-122.70258,48.97065
18304,8f9f8276-a24c-4860-8f50-e53cda66ce53,574-P,0,0,0,California Creek,Removal,,Fukui,6/24/2021 12:30,6/25/2021 12:45,02/28/2023 05:30:15.240,North Puget Sound,DFW,-122.7247625,48.9534238
14317,232c474e-ec11-4458-a660-1374fe44e899,633-P,0,0,0,California Creek,Assessment,,Fukui,10/12/2020 9:59,10/13/2020 9:08,02/28/2023 05:30:15.240,North Puget Sound,DFW,-122.711054,48.949762
14403,c4dbf0ba-596f-4c97-8eb3-c84da5a042e9,395-R,0,0,0,South,Assessment,,Minnow,10/14/2020 13:15,10/15/2020 10:50,02/28/2023 05:30:15.240,North Puget Sound,DFW,-122.7493604,48.9588162
13570,f7e23756-e13b-4ee3-af74-93b58db74e8b,1072-B,0,0,0,South,Assessment,,Minnow,8/3/2020 14:00,8/5/2020 14:00,02/28/2023 05:30:15.240,North Puget Sound,DFW,-122.751133,48.958601
18055,dafff12e-6894-466a-8d18-7932488207f2,871-R,0,0,0,South,Removal,,Fukui,6/9/2021 11:30,6/10/2021 10:50,02/28/2023 05:30:15.240,North Puget Sound,DFW,-122.762851,48.963634
18731,d6c53922-1b03-43dc-8812-3eade42180a2,91-P,0,0,0,California Creek,Removal,,Minnow,8/2/2021 10:25,8/6/2021 10:40,02/28/2023 05:30:15.240,North Puget Sound,DFW,-122.733751,48.961789
13727,7b9b11f1-3dba-44eb-86e9-c380a72d73bf,1147-B,0,0,0,California Creek,Control,,Fukui,8/17/2020 11:45,8/19/2020 12:00,02/28/2023 05:30:15.240,North Puget Sound,DFW,-122.733724,48.960272
9989,03f3e9ba-dc3a-41f9-ac1e-d1e778439391,711,0,0,0,Johns River,Assessment,0,Minnow,2/14/2023 20:16,2/16/2023 21:00,02/28/2023 05:30:15.240,Grays Harbor,DFW,-123.9921667,46.90367311
26554,08e17158-efc7-45db-9081-58e20408ea1c,1294,0,0,0,Johns River,Assessment,0,Minnow,7/19/2023 14:35,7/21/2023 15:52,07/19/2023 14:36:10.541,Grays Harbor,DFW,-123.9921723,46.90497988
19727,8a9df727-0cb1-4931-b6dc-a03c3e904099,433,0,0,0,Sopun Inlet,Assessment ,,Minnow,6/15/2022 10:05,6/17/2022 8:08,02/28/2023 05:30:15.240,Grays Harbor,DFW,-124.0438351,46.8529109
15399,6cd1c7e1-1e07-4389-a12e-e207cad87680,20-P,0,0,0,Point Whitehorn,Assessment,,Fukui,7/12/2021 10:40,7/14/2021 13:30,02/28/2023 05:30:15.240,North Puget Sound,DFW,-122.777698,48.880935
12645,5d65ec18-054a-484f-a354-32911e618854,110-Y,0,0,0,Northeast,Assessment,,Fukui,10/14/2020 10:50,10/15/2020 10:42,02/28/2023 05:30:15.240,North Puget Sound,DFW,-122.7515457,48.9319721
15648,35d12cec-01c5-402b-b261-c29f0c8b2a9d,1185-Y,0,0,0,Port Susan Bay,Early Detection,,Fukui,7/20/2021 11:20,7/22/2021 11:20,02/28/2023 05:30:15.240,North Central Puget Sound,DFW,-122.371381,48.205977
19976,3160feea-e7ab-443b-a0c8-277993fa267f,416,9,7,16,Kemmer,Assessment,,Minnow,8/9/2022 7:00,8/11/2022 7:01,02/28/2023 05:30:15.240,Willapa Bay,DFW,-124.026407,46.527062
14566,5dbcbbfb-4453-46c6-a43d-0dc7b69ab7c0,694-P,0,2,2,Nemah,Assessment,,Minnow,8/18/2020 8:45,8/20/2020 10:00,02/28/2023 05:30:15.240,Willapa Bay,DFW,-123.894155,46.538497
11320,966fdb35-d84d-4a55-ba76-0f0363ac80b6,1147,0,0,0,Henry Island Preserve,Early Detection,,Fukui,8/27/2019 8:30,8/29/2019 8:00,02/28/2023 05:30:15.240,North Puget Sound,DFW,-123.18527,48.59857
14652,a3cd6f22-0286-4593-bb61-5b90be94e44f,639-P,4,0,4,Tokeland Marina,Assessment,,Fukui,8/31/2020 8:00,9/2/2020 10:30,02/28/2023 05:30:15.240,Willapa Bay,DFW,-123.973906,46.707742
35210,f292e461-0f8d-4c66-b797-e8262568062b,0507,0,0,0,Nisqually Reserve,Early Detection,0,Minnow,8/19/2024 21:48,08/22/2024 21:16:01,08/19/2024 21:48:50.295,,WDFW,-122.6927428,47.08092978
10075,90340805-4759-46fe-9afb-9e52fcd38b40,356,0,0,0,Davison Head,Early Detection,,Minnow,7/23/2018 13:45,7/24/2018 12:35,02/28/2023 05:30:15.240,North Puget Sound,DFW,-123.14971,48.62169
27550,10b28e98-a59f-4671-89d8-b1f1f61f8e21,1440,0,0,0,Westcott Bay Marsh,Assessment,0,Fukui,8/14/2023 18:11,8/17/2023 16:07,08/14/2023 18:39:01.583,North Puget Sound,DFW,-123.1420665,48.60839005
27636,a7dd7a31-7580-4190-860b-e95154d3f878,0536,0,0,0,Henry Island Preserve,Early Detection,0,Minnow,8/14/2023 19:09,8/16/2023 17:07,08/14/2023 19:47:34.493,North Puget Sound,DFW,-123.186076,48.59817523
26305,1f18972b-a771-454c-a3af-cee2934069e2,550,0,0,0,Deer Lagoon,Early Detection,0,Fukui,7/17/2023 16:58,7/20/2023 19:51,07/17/2023 18:23:09.759,North Central Puget Sound,DFW,-122.485611,47.99382552
28961,5a2ad5ea-5d31-40f5-9323-b80a6b197ac7,1274,0,0,0,Indian Island Lagoon,Early Detection,0,Minnow,9/25/2023 13:43,9/26/2023 19:22,09/25/2023 13:48:53.978,Eastern Strait and Admiralty Inlet,DFW,-122.7204693,48.02576356
28973,8ea079fe-2a4c-40b1-8f71-e04e327acfad,1636,0,0,0,Indian Island Lagoon,Early Detection,0,Shrimp – other,9/25/2023 13:38,9/27/2023 19:30,09/25/2023 13:49:26.894,Eastern Strait and Admiralty Inlet,DFW,-122.7208358,48.02522188
10324,acc10ce8-23ae-402f-8c29-ba80bbee0559,657,0,0,0,Oak Bay,Early Detection,,Minnow,8/27/2018 15:00,8/29/2018 14:30,02/28/2023 05:30:15.240,Eastern Strait and Admiralty Inlet,DFW,-122.72772,48.02534
21648,1c9e29b9-87ec-4c2d-9b7f-9bf683162957,2185,0,0,0,Long Lagoon,Assessment,,Minnow,9/7/2022 11:31,9/9/2022 8:15,02/28/2023 05:30:15.240,Eastern Strait and Admiralty Inlet,DFW,-122.884774,47.996213
24633,4aec16f8-aa5b-40ce-ab68-35036a5a8b88,0361,0,0,0,Maynard Lagoon,Assessment,0,Minnow,5/31/2023 15:47,6/2/2023 16:42,05/31/2023 16:12:25.987,Eastern Strait and Admiralty Inlet,DFW,-122.8819859,47.99802351
28383,16926a67-fd4b-4d5f-bf11-77c8e9c0c03b,2291,0,0,0,Snow Creek,Assessment,0,Fukui,9/6/2023 12:08,9/8/2023 13:31,09/06/2023 12:46:30.887,Eastern Strait and Admiralty Inlet,DFW,-122.8837958,47.99128976
30882,e079058d-8a55-4c59-9c0f-f9a89d0a811f,2172,0,0,0,Snow Creek,Assessment,0,Minnow,5/21/2024 17:22,5/23/2024 16:45,05/21/2024 17:22:42.295,,WDFW,-122.8848701,47.99116402
33289,56ce1e85-31bb-4f5c-aa98-01fabd7ed286,1372,0,0,0,Long Lagoon,Assessment,0,Minnow,7/8/2024 20:02,7/10/2024 18:51,07/08/2024 20:02:51.295,,WDFW,-122.8851325,47.99610083
36292,cffd1cae-f05c-451e-8be8-97147c3dc683,1901,0,0,0,Fairmont,Assessment,0,Fukui,9/16/2024 18:12,9/18/2024 19:06,09/16/2024 18:12:10.295,,WDFW,-122.8783692,47.99341816
26711,f439f69c-3063-4a10-93c8-52921d1de711,0413,0,0,0,Ilwaco Marsh,Early Detection,0,Minnow,7/24/2023 18:37,7/26/2023 20:03,07/24/2023 18:38:13.374,Columbia River,DFW,-124.0433018,46.30140627
21550,53a3cb90-bb25-4bdc-a622-30b9f77d8e16,2195,0,0,0,Washington Harbor,Early Detection,,Minnow,8/1/2022 15:33,8/3/2022 8:14,02/28/2023 05:30:15.240,Eastern Strait and Admiralty Inlet,DFW,-123.044896,48.090001
16226,174b96f5-1277-4131-a49c-2661c37167b1,145-P,0,0,0,Jimmycomelately Creek,Assessment,,Minnow,9/8/2021 10:45,9/10/2021 10:10,02/28/2023 05:30:15.240,Eastern Strait and Admiralty Inlet,DFW,-123.008059,48.024002
33301,a0840259-3082-4306-a8ba-ccaa2fbd52e5,1479,0,0,0,Salmon Creek,Assessment,0,Minnow,7/8/2024 18:45,7/11/2024 18:22,07/08/2024 18:45:53.295,,WDFW,-122.88872,47.98982844
21636,a0ad659a-ce02-4469-a190-debda5912f03,1091,0,0,0,Salmon Creek,Assessment,,Minnow,9/7/2022 8:00,9/9/2022 9:18,02/28/2023 05:30:15.240,Eastern Strait and Admiralty Inlet,DFW,-122.88811,47.99083
24055,2385bb40-bc63-428c-b207-9efb5e5c6d5f,757,0,0,0,Nahcotta,Assessment,0,Minnow,5/17/2023 16:05,5/19/2023 17:12,05/17/2023 16:07:14.168,Willapa Bay,DFW,-124.0316495,46.49574907
29210,14be7a56-664b-4b47-b79e-bd039dae3b6a,1560,7,4,11,Nahcotta,Assessment,0,Shrimp,10/2/2023 17:50,10/4/2023 18:39,10/02/2023 17:59:03.370,Willapa Bay,DFW,-124.0317987,46.49495233
16973,33762e9a-65d3-46dc-bcad-93ffc4de6223,1305-G,0,0,0,Kaffee Slough,Assessment,,Fukui,7/7/2021 8:20,7/9/2021 8:25,02/28/2023 05:30:15.240,Willapa Bay,DFW,-123.965044,46.473234
23222,be9fdf4a-8184-42b0-97d9-084d6160bd5b,1571,3,0,3,Nahcotta,Assessment,0,Shrimp,4/24/2023 17:01,4/26/2023 18:12,04/24/2023 20:18:37.178,Willapa Bay,DFW,-124.031777,46.49633929
29222,938b816b-ee8f-462e-aa5a-28aa2e82a09e,1655,4,2,6,Nahcotta,Assessment,0,Fukui,10/2/2023 17:31,10/4/2023 18:02,10/02/2023 17:59:03.370,Willapa Bay,DFW,-124.0314183,46.49649845
20554,e44748f4-d2d0-4720-b6a2-6a75b97a4a69,1840,0,4,4,Chehalis River,Assessment,,Shrimp,9/13/2022 11:00,9/14/2022 10:30,02/28/2023 05:30:15.240,Grays Harbor,DFW,-123.7775833,46.96321667
20566,b1f3f48c-e712-4aa6-be6f-d6b8ff3b0c7d,1864,3,0,3,Chehalis River,Assessment,,Shrimp,9/13/2022 11:00,9/14/2022 10:30,02/28/2023 05:30:15.240,Grays Harbor,DFW,-123.7738175,46.962483
30304,702b7179-4ae1-4726-a261-1d0b88cb1382,0340,0,0,0,Hoko River,Early Detection,0,Minnow,4/22/2024 17:06,4/24/2024 16:14,04/22/2024 17:06:51.295,,WDFW,-124.3669186,48.28518502
11071,1062a072-558d-43f0-9d6a-06f2c87afa51,608,0,0,0,Pysht,Early Detection,,Fukui,7/15/2019 7:45,7/17/2019 6:45,02/28/2023 05:30:15.240,Western Strait,DFW,-124.11079,48.20648
25629,3d557bd6-79bf-41e2-9699-4807eb3c5403,1116,0,0,0,Chuckanut Bay,Assessment,0,Fukui,6/20/2023 18:41,6/22/2023 18:30,06/20/2023 19:46:44.165,North Puget Sound,DFW,-122.5006222,48.69960976
21387,f428f91f-7268-4f07-850a-94ca65e951f9,1501,0,0,0,Chuckanut Bay,Assessment,,Fukui,7/26/2022 8:04,7/28/2022 9:30,02/28/2023 05:30:15.240,North Puget Sound,DFW,-122.498518,48.699092
25727,c0b22276-ac32-4e90-baaf-89a0de971001,2074,0,0,0,Post Point Lagoon,Early Detection,0,Fukui,6/20/2023 21:48,6/22/2023 16:40,06/20/2023 22:24:34.392,North Puget Sound,DFW,-122.5176545,48.71766723
25878,d2c29390-f52f-416f-84c3-7710fc33a6c6,1734,0,0,0,Post Point Lagoon,Rapid Response,0,Shrimp,6/27/2023 17:37,6/29/2023 17:18,06/27/2023 18:52:31.894,North Puget Sound,DFW,-122.5163274,48.71842494
24882,fc9c5d65-5edb-4cd9-acfd-3e7f0592ba45,1075,0,0,0,Seabeck Conference Center Lagoon,Assessment,0,Fukui,6/5/2023 20:49,6/8/2023 21:26,06/05/2023 21:30:58.628,Hood Canal,DFW,-122.8304385,47.63969853
15977,6e74a92b-6fb6-4e5d-90d5-eeb575332bd8,127-Y,0,0,0,Colony Creek,Assessment,,Fukui,8/10/2021 9:15,8/11/2021 9:15,02/28/2023 05:30:15.240,North Puget Sound,DFW,-122.423039,48.598969
